source,target,relationship,weight
claim:CLM00044,provider:PRV023,INVOLVES,1.0
claim:CLM00044,invoice:INV00208,HAS,1.0
claim:CLM00044,location:delhi,OCCURRED_AT,1.0
claimant:CLT0099,claim:CLM00045,FILED,1.0
claim:CLM00045,policy:POL0064,COVERED_BY,1.0
claim:CLM00045,vehicle:VEH0091,ASSOCIATED_WITH,1.0
claim:CLM00045,provider:PRV006,INVOLVES,1.0
claim:CLM00045,invoice:INV00166,HAS,1.0
claim:CLM00045,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0102,claim:CLM00046,FILED,1.0
claim:CLM00046,policy:POL0111,COVERED_BY,1.0
claim:CLM00046,vehicle:VEH0028,ASSOCIATED_WITH,1.0
claim:CLM00046,provider:PRV001,INVOLVES,1.0
claim:CLM00046,invoice:INV00026,HAS,1.0
claim:CLM00046,location:delhi,OCCURRED_AT,1.0
claimant:CLT0058,claim:CLM00047,FILED,1.0
claim:CLM00047,policy:POL0096,COVERED_BY,1.0
claim:CLM00047,vehicle:VEH0101,ASSOCIATED_WITH,1.0
claim:CLM00047,provider:PRV015,INVOLVES,1.0
claim:CLM00047,invoice:INV00198,HAS,1.0
claim:CLM00047,location:pune,OCCURRED_AT,1.0
claimant:CLT0004,claim:CLM00048,FILED,1.0
claim:CLM00048,policy:POL0124,COVERED_BY,1.0
claim:CLM00048,vehicle:VEH0027,ASSOCIATED_WITH,1.0
claim:CLM00048,provider:PRV010,INVOLVES,1.0
claim:CLM00048,invoice:INV00107,HAS,1.0
claim:CLM00048,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0040,claim:CLM00049,FILED,1.0
claim:CLM00049,policy:POL0088,COVERED_BY,1.0
claim:CLM00049,vehicle:VEH0117,ASSOCIATED_WITH,1.0
claim:CLM00049,provider:PRV007,INVOLVES,1.0
claim:CLM00049,invoice:INV00134,HAS,1.0
claim:CLM00049,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0041,claim:CLM00050,FILED,1.0
claim:CLM00050,policy:POL0018,COVERED_BY,1.0
claim:CLM00050,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00050,provider:PRV002,INVOLVES,1.0
claim:CLM00050,invoice:INV00208,HAS,1.0
claim:CLM00050,location:delhi,OCCURRED_AT,1.0
claimant:CLT0067,claim:CLM00051,FILED,1.0
claim:CLM00051,policy:POL0045,COVERED_BY,1.0
claim:CLM00051,vehicle:VEH0041,ASSOCIATED_WITH,1.0
claim:CLM00051,provider:PRV011,INVOLVES,1.0
claim:CLM00051,invoice:INV00144,HAS,1.0
claim:CLM00051,location:delhi,OCCURRED_AT,1.0
claimant:CLT0024,claim:CLM00052,FILED,1.0
claim:CLM00052,policy:POL0111,COVERED_BY,1.0
claim:CLM00052,vehicle:VEH0102,ASSOCIATED_WITH,1.0
claim:CLM00052,provider:PRV001,INVOLVES,1.0
claim:CLM00052,invoice:INV00189,HAS,1.0
claim:CLM00052,location:surat,OCCURRED_AT,1.0
claimant:CLT0050,claim:CLM00053,FILED,1.0
claim:CLM00053,policy:POL0002,COVERED_BY,1.0
claim:CLM00053,vehicle:VEH0055,ASSOCIATED_WITH,1.0
claim:CLM00053,provider:PRV007,INVOLVES,1.0
claim:CLM00053,invoice:INV00072,HAS,1.0
claim:CLM00053,location:pune,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00054,FILED,1.0
claim:CLM00054,policy:POL0138,COVERED_BY,1.0
claim:CLM00054,vehicle:VEH0048,ASSOCIATED_WITH,1.0
claim:CLM00054,provider:PRV012,INVOLVES,1.0
claim:CLM00054,invoice:INV00084,HAS,1.0
claim:CLM00054,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0077,claim:CLM00055,FILED,1.0
claim:CLM00055,policy:POL0100,COVERED_BY,1.0
claim:CLM00055,vehicle:VEH0101,ASSOCIATED_WITH,1.0
claim:CLM00055,provider:PRV019,INVOLVES,1.0
claim:CLM00055,invoice:INV00030,HAS,1.0
claim:CLM00055,location:pune,OCCURRED_AT,1.0
claimant:CLT0105,claim:CLM00056,FILED,1.0
claim:CLM00056,policy:POL0077,COVERED_BY,1.0
claim:CLM00056,vehicle:VEH0022,ASSOCIATED_WITH,1.0
claim:CLM00056,provider:PRV022,INVOLVES,1.0
claim:CLM00056,invoice:INV00035,HAS,1.0
claim:CLM00056,location:surat,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00057,FILED,1.0
claim:CLM00057,policy:POL0037,COVERED_BY,1.0
claim:CLM00057,vehicle:VEH0100,ASSOCIATED_WITH,1.0
claim:CLM00057,provider:PRV014,INVOLVES,1.0
claim:CLM00057,invoice:INV00153,HAS,1.0
claim:CLM00057,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0082,claim:CLM00058,FILED,1.0
claim:CLM00058,policy:POL0138,COVERED_BY,1.0
claim:CLM00058,vehicle:VEH0045,ASSOCIATED_WITH,1.0
claim:CLM00058,provider:PRV018,INVOLVES,1.0
claim:CLM00058,invoice:INV00043,HAS,1.0
claim:CLM00058,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0111,claim:CLM00059,FILED,1.0
claim:CLM00059,policy:POL0092,COVERED_BY,1.0
claim:CLM00059,vehicle:VEH0003,ASSOCIATED_WITH,1.0
claim:CLM00059,provider:PRV016,INVOLVES,1.0
claim:CLM00059,invoice:INV00035,HAS,1.0
claim:CLM00059,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0053,claim:CLM00060,FILED,1.0
claim:CLM00060,policy:POL0126,COVERED_BY,1.0
claim:CLM00060,vehicle:VEH0107,ASSOCIATED_WITH,1.0
claim:CLM00060,provider:PRV023,INVOLVES,1.0
claim:CLM00060,invoice:INV00216,HAS,1.0
claim:CLM00060,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0036,claim:CLM00061,FILED,1.0
claim:CLM00061,policy:POL0058,COVERED_BY,1.0
claim:CLM00061,vehicle:VEH0074,ASSOCIATED_WITH,1.0
claim:CLM00061,provider:PRV006,INVOLVES,1.0
claim:CLM00061,invoice:INV00200,HAS,1.0
claim:CLM00061,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0074,claim:CLM00062,FILED,1.0
claim:CLM00062,policy:POL0030,COVERED_BY,1.0
claim:CLM00062,vehicle:VEH0069,ASSOCIATED_WITH,1.0
claim:CLM00062,provider:PRV025,INVOLVES,1.0
claim:CLM00062,invoice:INV00140,HAS,1.0
claim:CLM00062,location:surat,OCCURRED_AT,1.0
claimant:CLT0070,claim:CLM00063,FILED,1.0
claim:CLM00063,policy:POL0056,COVERED_BY,1.0
claim:CLM00063,vehicle:VEH0109,ASSOCIATED_WITH,1.0
claim:CLM00063,provider:PRV004,INVOLVES,1.0
claim:CLM00063,invoice:INV00189,HAS,1.0
claim:CLM00063,location:delhi,OCCURRED_AT,1.0
claimant:CLT0058,claim:CLM00064,FILED,1.0
claim:CLM00064,policy:POL0068,COVERED_BY,1.0
claim:CLM00064,vehicle:VEH0090,ASSOCIATED_WITH,1.0
claim:CLM00064,provider:PRV003,INVOLVES,1.0
claim:CLM00064,invoice:INV00113,HAS,1.0
claim:CLM00064,location:pune,OCCURRED_AT,1.0
claimant:CLT0104,claim:CLM00065,FILED,1.0
claim:CLM00065,policy:POL0090,COVERED_BY,1.0
claim:CLM00065,vehicle:VEH0110,ASSOCIATED_WITH,1.0
claim:CLM00065,provider:PRV006,INVOLVES,1.0
claim:CLM00065,invoice:INV00158,HAS,1.0
claim:CLM00065,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0073,claim:CLM00066,FILED,1.0
claim:CLM00066,policy:POL0090,COVERED_BY,1.0
claim:CLM00066,vehicle:VEH0072,ASSOCIATED_WITH,1.0
claim:CLM00066,provider:PRV020,INVOLVES,1.0
claim:CLM00066,invoice:INV00138,HAS,1.0
claim:CLM00066,location:pune,OCCURRED_AT,1.0
claimant:CLT0074,claim:CLM00067,FILED,1.0
claim:CLM00067,policy:POL0069,COVERED_BY,1.0
claim:CLM00067,vehicle:VEH0025,ASSOCIATED_WITH,1.0
claim:CLM00067,provider:PRV005,INVOLVES,1.0
claim:CLM00067,invoice:INV00193,HAS,1.0
claim:CLM00067,location:surat,OCCURRED_AT,1.0
claimant:CLT0090,claim:CLM00068,FILED,1.0
claim:CLM00068,policy:POL0034,COVERED_BY,1.0
claim:CLM00068,vehicle:VEH0064,ASSOCIATED_WITH,1.0
claim:CLM00068,provider:PRV005,INVOLVES,1.0
claim:CLM00068,invoice:INV00183,HAS,1.0
claim:CLM00068,location:delhi,OCCURRED_AT,1.0
claimant:CLT0019,claim:CLM00069,FILED,1.0
claim:CLM00069,policy:POL0069,COVERED_BY,1.0
claim:CLM00069,vehicle:VEH0107,ASSOCIATED_WITH,1.0
claim:CLM00069,provider:PRV013,INVOLVES,1.0
claim:CLM00069,invoice:INV00116,HAS,1.0
claim:CLM00069,location:pune,OCCURRED_AT,1.0
claimant:CLT0066,claim:CLM00070,FILED,1.0
claim:CLM00070,policy:POL0072,COVERED_BY,1.0
claim:CLM00070,vehicle:VEH0095,ASSOCIATED_WITH,1.0
claim:CLM00070,provider:PRV015,INVOLVES,1.0
claim:CLM00070,invoice:INV00125,HAS,1.0
claim:CLM00070,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0082,claim:CLM00071,FILED,1.0
claim:CLM00071,policy:POL0092,COVERED_BY,1.0
claim:CLM00071,vehicle:VEH0017,ASSOCIATED_WITH,1.0
claim:CLM00071,provider:PRV018,INVOLVES,1.0
claim:CLM00071,invoice:INV00102,HAS,1.0
claim:CLM00071,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0042,claim:CLM00072,FILED,1.0
claim:CLM00072,policy:POL0073,COVERED_BY,1.0
claim:CLM00072,vehicle:VEH0087,ASSOCIATED_WITH,1.0
claim:CLM00072,provider:PRV018,INVOLVES,1.0
claim:CLM00072,invoice:INV00148,HAS,1.0
claim:CLM00072,location:surat,OCCURRED_AT,1.0
claimant:CLT0006,claim:CLM00073,FILED,1.0
claim:CLM00073,policy:POL0026,COVERED_BY,1.0
claim:CLM00073,vehicle:VEH0118,ASSOCIATED_WITH,1.0
claim:CLM00073,provider:PRV001,INVOLVES,1.0
claim:CLM00073,invoice:INV00032,HAS,1.0
claim:CLM00073,location:delhi,OCCURRED_AT,1.0
claimant:CLT0113,claim:CLM00074,FILED,1.0
claim:CLM00074,policy:POL0078,COVERED_BY,1.0
claim:CLM00074,vehicle:VEH0041,ASSOCIATED_WITH,1.0
claim:CLM00074,provider:PRV009,INVOLVES,1.0
claim:CLM00074,invoice:INV00024,HAS,1.0
claim:CLM00074,location:surat,OCCURRED_AT,1.0
claimant:CLT0007,claim:CLM00075,FILED,1.0
claim:CLM00075,policy:POL0102,COVERED_BY,1.0
claim:CLM00075,vehicle:VEH0079,ASSOCIATED_WITH,1.0
claim:CLM00075,provider:PRV024,INVOLVES,1.0
claim:CLM00075,invoice:INV00180,HAS,1.0
claim:CLM00075,location:delhi,OCCURRED_AT,1.0
claimant:CLT0001,claim:CLM00076,FILED,1.0
claim:CLM00076,policy:POL0055,COVERED_BY,1.0
claim:CLM00076,vehicle:VEH0123,ASSOCIATED_WITH,1.0
claim:CLM00076,provider:PRV003,INVOLVES,1.0
claim:CLM00076,invoice:INV00034,HAS,1.0
claim:CLM00076,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0002,claim:CLM00077,FILED,1.0
claim:CLM00077,policy:POL0088,COVERED_BY,1.0
claim:CLM00077,vehicle:VEH0031,ASSOCIATED_WITH,1.0
claim:CLM00077,provider:PRV014,INVOLVES,1.0
claim:CLM00077,invoice:INV00178,HAS,1.0
claim:CLM00077,location:pune,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00078,FILED,1.0
claim:CLM00078,policy:POL0077,COVERED_BY,1.0
claim:CLM00078,vehicle:VEH0036,ASSOCIATED_WITH,1.0
claim:CLM00078,provider:PRV013,INVOLVES,1.0
claim:CLM00078,invoice:INV00199,HAS,1.0
claim:CLM00078,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0068,claim:CLM00079,FILED,1.0
claim:CLM00079,policy:POL0003,COVERED_BY,1.0
claim:CLM00079,vehicle:VEH0043,ASSOCIATED_WITH,1.0
claim:CLM00079,provider:PRV015,INVOLVES,1.0
claim:CLM00079,invoice:INV00090,HAS,1.0
claim:CLM00079,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0079,claim:CLM00080,FILED,1.0
claim:CLM00080,policy:POL0114,COVERED_BY,1.0
claim:CLM00080,vehicle:VEH0056,ASSOCIATED_WITH,1.0
claim:CLM00080,provider:PRV003,INVOLVES,1.0
claim:CLM00080,invoice:INV00026,HAS,1.0
claim:CLM00080,location:pune,OCCURRED_AT,1.0
claimant:CLT0041,claim:CLM00081,FILED,1.0
claim:CLM00081,policy:POL0036,COVERED_BY,1.0
claim:CLM00081,vehicle:VEH0064,ASSOCIATED_WITH,1.0
claim:CLM00081,provider:PRV009,INVOLVES,1.0
claim:CLM00081,invoice:INV00166,HAS,1.0
claim:CLM00081,location:delhi,OCCURRED_AT,1.0
claimant:CLT0100,claim:CLM00082,FILED,1.0
claim:CLM00082,policy:POL0007,COVERED_BY,1.0
claim:CLM00082,vehicle:VEH0078,ASSOCIATED_WITH,1.0
claim:CLM00082,provider:PRV007,INVOLVES,1.0
claim:CLM00082,invoice:INV00133,HAS,1.0
claim:CLM00082,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0083,claim:CLM00083,FILED,1.0
claim:CLM00083,policy:POL0014,COVERED_BY,1.0
claim:CLM00083,vehicle:VEH0062,ASSOCIATED_WITH,1.0
claim:CLM00083,provider:PRV016,INVOLVES,1.0
claim:CLM00083,invoice:INV00099,HAS,1.0
claim:CLM00083,location:delhi,OCCURRED_AT,1.0
claimant:CLT0068,claim:CLM00084,FILED,1.0
claim:CLM00084,policy:POL0004,COVERED_BY,1.0
claim:CLM00084,vehicle:VEH0093,ASSOCIATED_WITH,1.0
claim:CLM00084,provider:PRV011,INVOLVES,1.0
claim:CLM00084,invoice:INV00034,HAS,1.0
claim:CLM00084,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0070,claim:CLM00085,FILED,1.0
claim:CLM00085,policy:POL0045,COVERED_BY,1.0
claim:CLM00085,vehicle:VEH0121,ASSOCIATED_WITH,1.0
claim:CLM00085,provider:PRV025,INVOLVES,1.0
claim:CLM00085,invoice:INV00019,HAS,1.0
claim:CLM00085,location:delhi,OCCURRED_AT,1.0
claimant:CLT0065,claim:CLM00086,FILED,1.0
claim:CLM00086,policy:POL0074,COVERED_BY,1.0
claim:CLM00086,vehicle:VEH0129,ASSOCIATED_WITH,1.0
claim:CLM00086,provider:PRV025,INVOLVES,1.0
claim:CLM00086,invoice:INV00107,HAS,1.0
claim:CLM00086,location:delhi,OCCURRED_AT,1.0
claimant:CLT0036,claim:CLM00087,FILED,1.0
claim:CLM00087,policy:POL0022,COVERED_BY,1.0
claim:CLM00087,vehicle:VEH0080,ASSOCIATED_WITH,1.0
claim:CLM00087,provider:PRV003,INVOLVES,1.0
claim:CLM00087,invoice:INV00131,HAS,1.0
claim:CLM00087,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0051,claim:CLM00088,FILED,1.0
claim:CLM00088,policy:POL0017,COVERED_BY,1.0
claim:CLM00088,vehicle:VEH0080,ASSOCIATED_WITH,1.0
claim:CLM00088,provider:PRV023,INVOLVES,1.0
claim:CLM00088,invoice:INV00112,HAS,1.0
claim:CLM00088,location:delhi,OCCURRED_AT,1.0
claimant:CLT0119,claim:CLM00089,FILED,1.0
claim:CLM00089,policy:POL0112,COVERED_BY,1.0
claim:CLM00089,vehicle:VEH0030,ASSOCIATED_WITH,1.0
claim:CLM00089,provider:PRV015,INVOLVES,1.0
claim:CLM00089,invoice:INV00157,HAS,1.0
claim:CLM00089,location:pune,OCCURRED_AT,1.0
claimant:CLT0002,claim:CLM00090,FILED,1.0
claim:CLM00090,policy:POL0036,COVERED_BY,1.0
claim:CLM00090,vehicle:VEH0003,ASSOCIATED_WITH,1.0
claim:CLM00090,provider:PRV006,INVOLVES,1.0
claim:CLM00090,invoice:INV00128,HAS,1.0
claim:CLM00090,location:pune,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00091,FILED,1.0
claim:CLM00091,policy:POL0033,COVERED_BY,1.0
claim:CLM00091,vehicle:VEH0069,ASSOCIATED_WITH,1.0
claim:CLM00091,provider:PRV024,INVOLVES,1.0
claim:CLM00091,invoice:INV00031,HAS,1.0
claim:CLM00091,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0034,claim:CLM00092,FILED,1.0
claim:CLM00092,policy:POL0020,COVERED_BY,1.0
claim:CLM00092,vehicle:VEH0128,ASSOCIATED_WITH,1.0
claim:CLM00092,provider:PRV015,INVOLVES,1.0
claim:CLM00092,invoice:INV00131,HAS,1.0
claim:CLM00092,location:pune,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00093,FILED,1.0
claim:CLM00093,policy:POL0041,COVERED_BY,1.0
claim:CLM00093,vehicle:VEH0066,ASSOCIATED_WITH,1.0
claim:CLM00093,provider:PRV025,INVOLVES,1.0
claim:CLM00093,invoice:INV00027,HAS,1.0
claim:CLM00093,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0095,claim:CLM00094,FILED,1.0
claim:CLM00094,policy:POL0131,COVERED_BY,1.0
claim:CLM00094,vehicle:VEH0001,ASSOCIATED_WITH,1.0
claim:CLM00094,provider:PRV002,INVOLVES,1.0
claim:CLM00094,invoice:INV00220,HAS,1.0
claim:CLM00094,location:surat,OCCURRED_AT,1.0
claimant:CLT0050,claim:CLM00095,FILED,1.0
claim:CLM00095,policy:POL0039,COVERED_BY,1.0
claim:CLM00095,vehicle:VEH0046,ASSOCIATED_WITH,1.0
claim:CLM00095,provider:PRV002,INVOLVES,1.0
claim:CLM00095,invoice:INV00142,HAS,1.0
claim:CLM00095,location:pune,OCCURRED_AT,1.0
claimant:CLT0042,claim:CLM00096,FILED,1.0
claim:CLM00096,policy:POL0064,COVERED_BY,1.0
claim:CLM00096,vehicle:VEH0107,ASSOCIATED_WITH,1.0
claim:CLM00096,provider:PRV024,INVOLVES,1.0
claim:CLM00096,invoice:INV00082,HAS,1.0
claim:CLM00096,location:surat,OCCURRED_AT,1.0
claimant:CLT0029,claim:CLM00097,FILED,1.0
claim:CLM00097,policy:POL0133,COVERED_BY,1.0
claim:CLM00097,vehicle:VEH0012,ASSOCIATED_WITH,1.0
claim:CLM00097,provider:PRV013,INVOLVES,1.0
claim:CLM00097,invoice:INV00018,HAS,1.0
claim:CLM00097,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0012,claim:CLM00098,FILED,1.0
claim:CLM00098,policy:POL0117,COVERED_BY,1.0
claim:CLM00098,vehicle:VEH0003,ASSOCIATED_WITH,1.0
claim:CLM00098,provider:PRV012,INVOLVES,1.0
claim:CLM00098,invoice:INV00052,HAS,1.0
claim:CLM00098,location:surat,OCCURRED_AT,1.0
claimant:CLT0060,claim:CLM00099,FILED,1.0
claim:CLM00099,policy:POL0095,COVERED_BY,1.0
claim:CLM00099,vehicle:VEH0127,ASSOCIATED_WITH,1.0
claim:CLM00099,provider:PRV025,INVOLVES,1.0
claim:CLM00099,invoice:INV00199,HAS,1.0
claim:CLM00099,location:delhi,OCCURRED_AT,1.0
claimant:CLT0001,claim:CLM00100,FILED,1.0
claim:CLM00100,policy:POL0105,COVERED_BY,1.0
claim:CLM00100,vehicle:VEH0007,ASSOCIATED_WITH,1.0
claim:CLM00100,provider:PRV008,INVOLVES,1.0
claim:CLM00100,invoice:INV00139,HAS,1.0
claim:CLM00100,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0001,claim:CLM00101,FILED,1.0
claim:CLM00101,policy:POL0097,COVERED_BY,1.0
claim:CLM00101,vehicle:VEH0079,ASSOCIATED_WITH,1.0
claim:CLM00101,provider:PRV004,INVOLVES,1.0
claim:CLM00101,invoice:INV00053,HAS,1.0
claim:CLM00101,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0092,claim:CLM00102,FILED,1.0
claim:CLM00102,policy:POL0072,COVERED_BY,1.0
claim:CLM00102,vehicle:VEH0024,ASSOCIATED_WITH,1.0
claim:CLM00102,provider:PRV002,INVOLVES,1.0
claim:CLM00102,invoice:INV00060,HAS,1.0
claim:CLM00102,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0096,claim:CLM00103,FILED,1.0
claim:CLM00103,policy:POL0022,COVERED_BY,1.0
claim:CLM00103,vehicle:VEH0025,ASSOCIATED_WITH,1.0
claim:CLM00103,provider:PRV017,INVOLVES,1.0
claim:CLM00103,invoice:INV00035,HAS,1.0
claim:CLM00103,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0056,claim:CLM00104,FILED,1.0
claim:CLM00104,policy:POL0034,COVERED_BY,1.0
claim:CLM00104,vehicle:VEH0061,ASSOCIATED_WITH,1.0
claim:CLM00104,provider:PRV010,INVOLVES,1.0
claim:CLM00104,invoice:INV00067,HAS,1.0
claim:CLM00104,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0041,claim:CLM00105,FILED,1.0
claim:CLM00105,policy:POL0116,COVERED_BY,1.0
claim:CLM00105,vehicle:VEH0070,ASSOCIATED_WITH,1.0
claim:CLM00105,provider:PRV008,INVOLVES,1.0
claim:CLM00105,invoice:INV00020,HAS,1.0
claim:CLM00105,location:delhi,OCCURRED_AT,1.0
claimant:CLT0014,claim:CLM00106,FILED,1.0
claim:CLM00106,policy:POL0043,COVERED_BY,1.0
claim:CLM00106,vehicle:VEH0116,ASSOCIATED_WITH,1.0
claim:CLM00106,provider:PRV015,INVOLVES,1.0
claim:CLM00106,invoice:INV00081,HAS,1.0
claim:CLM00106,location:pune,OCCURRED_AT,1.0
claimant:CLT0040,claim:CLM00107,FILED,1.0
claim:CLM00107,policy:POL0119,COVERED_BY,1.0
claim:CLM00107,vehicle:VEH0068,ASSOCIATED_WITH,1.0
claim:CLM00107,provider:PRV004,INVOLVES,1.0
claim:CLM00107,invoice:INV00024,HAS,1.0
claim:CLM00107,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0028,claim:CLM00108,FILED,1.0
claim:CLM00108,policy:POL0084,COVERED_BY,1.0
claim:CLM00108,vehicle:VEH0038,ASSOCIATED_WITH,1.0
claim:CLM00108,provider:PRV003,INVOLVES,1.0
claim:CLM00108,invoice:INV00183,HAS,1.0
claim:CLM00108,location:delhi,OCCURRED_AT,1.0
claimant:CLT0034,claim:CLM00109,FILED,1.0
claim:CLM00109,policy:POL0045,COVERED_BY,1.0
claim:CLM00109,vehicle:VEH0008,ASSOCIATED_WITH,1.0
claim:CLM00109,provider:PRV013,INVOLVES,1.0
claim:CLM00109,invoice:INV00219,HAS,1.0
claim:CLM00109,location:pune,OCCURRED_AT,1.0
claimant:CLT0060,claim:CLM00110,FILED,1.0
claim:CLM00110,policy:POL0027,COVERED_BY,1.0
claim:CLM00110,vehicle:VEH0036,ASSOCIATED_WITH,1.0
claim:CLM00110,provider:PRV004,INVOLVES,1.0
claim:CLM00110,invoice:INV00004,HAS,1.0
claim:CLM00110,location:delhi,OCCURRED_AT,1.0
claimant:CLT0026,claim:CLM00111,FILED,1.0
claim:CLM00111,policy:POL0103,COVERED_BY,1.0
claim:CLM00111,vehicle:VEH0096,ASSOCIATED_WITH,1.0
claim:CLM00111,provider:PRV022,INVOLVES,1.0
claim:CLM00111,invoice:INV00162,HAS,1.0
claim:CLM00111,location:delhi,OCCURRED_AT,1.0
claimant:CLT0026,claim:CLM00112,FILED,1.0
claim:CLM00112,policy:POL0114,COVERED_BY,1.0
claim:CLM00112,vehicle:VEH0033,ASSOCIATED_WITH,1.0
claim:CLM00112,provider:PRV003,INVOLVES,1.0
claim:CLM00112,invoice:INV00217,HAS,1.0
claim:CLM00112,location:delhi,OCCURRED_AT,1.0
claimant:CLT0007,claim:CLM00113,FILED,1.0
claim:CLM00113,policy:POL0044,COVERED_BY,1.0
claim:CLM00113,vehicle:VEH0111,ASSOCIATED_WITH,1.0
claim:CLM00113,provider:PRV024,INVOLVES,1.0
claim:CLM00113,invoice:INV00102,HAS,1.0
claim:CLM00113,location:delhi,OCCURRED_AT,1.0
claimant:CLT0046,claim:CLM00114,FILED,1.0
claim:CLM00114,policy:POL0055,COVERED_BY,1.0
claim:CLM00114,vehicle:VEH0048,ASSOCIATED_WITH,1.0
claim:CLM00114,provider:PRV009,INVOLVES,1.0
claim:CLM00114,invoice:INV00072,HAS,1.0
claim:CLM00114,location:pune,OCCURRED_AT,1.0
claimant:CLT0083,claim:CLM00115,FILED,1.0
claim:CLM00115,policy:POL0076,COVERED_BY,1.0
claim:CLM00115,vehicle:VEH0128,ASSOCIATED_WITH,1.0
claim:CLM00115,provider:PRV014,INVOLVES,1.0
claim:CLM00115,invoice:INV00141,HAS,1.0
claim:CLM00115,location:delhi,OCCURRED_AT,1.0
claimant:CLT0081,claim:CLM00116,FILED,1.0
claim:CLM00116,policy:POL0140,COVERED_BY,1.0
claim:CLM00116,vehicle:VEH0005,ASSOCIATED_WITH,1.0
claim:CLM00116,provider:PRV013,INVOLVES,1.0
claim:CLM00116,invoice:INV00201,HAS,1.0
claim:CLM00116,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0117,claim:CLM00117,FILED,1.0
claim:CLM00117,policy:POL0129,COVERED_BY,1.0
claim:CLM00117,vehicle:VEH0083,ASSOCIATED_WITH,1.0
claim:CLM00117,provider:PRV013,INVOLVES,1.0
claim:CLM00117,invoice:INV00070,HAS,1.0
claim:CLM00117,location:surat,OCCURRED_AT,1.0
claimant:CLT0115,claim:CLM00118,FILED,1.0
claim:CLM00118,policy:POL0072,COVERED_BY,1.0
claim:CLM00118,vehicle:VEH0015,ASSOCIATED_WITH,1.0
claim:CLM00118,provider:PRV016,INVOLVES,1.0
claim:CLM00118,invoice:INV00136,HAS,1.0
claim:CLM00118,location:pune,OCCURRED_AT,1.0
claimant:CLT0013,claim:CLM00119,FILED,1.0
claim:CLM00119,policy:POL0064,COVERED_BY,1.0
claim:CLM00119,vehicle:VEH0062,ASSOCIATED_WITH,1.0
claim:CLM00119,provider:PRV009,INVOLVES,1.0
claim:CLM00119,invoice:INV00137,HAS,1.0
claim:CLM00119,location:delhi,OCCURRED_AT,1.0
claimant:CLT0074,claim:CLM00120,FILED,1.0
claim:CLM00120,policy:POL0100,COVERED_BY,1.0
claim:CLM00120,vehicle:VEH0091,ASSOCIATED_WITH,1.0
claim:CLM00120,provider:PRV006,INVOLVES,1.0
claim:CLM00120,invoice:INV00046,HAS,1.0
claim:CLM00120,location:surat,OCCURRED_AT,1.0
claimant:CLT0091,claim:CLM00121,FILED,1.0
claim:CLM00121,policy:POL0091,COVERED_BY,1.0
claim:CLM00121,vehicle:VEH0037,ASSOCIATED_WITH,1.0
claim:CLM00121,provider:PRV019,INVOLVES,1.0
claim:CLM00121,invoice:INV00049,HAS,1.0
claim:CLM00121,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0023,claim:CLM00122,FILED,1.0
claim:CLM00122,policy:POL0126,COVERED_BY,1.0
claim:CLM00122,vehicle:VEH0010,ASSOCIATED_WITH,1.0
claim:CLM00122,provider:PRV003,INVOLVES,1.0
claim:CLM00122,invoice:INV00015,HAS,1.0
claim:CLM00122,location:pune,OCCURRED_AT,1.0
claimant:CLT0001,claim:CLM00123,FILED,1.0
claim:CLM00123,policy:POL0085,COVERED_BY,1.0
claim:CLM00123,vehicle:VEH0052,ASSOCIATED_WITH,1.0
claim:CLM00123,provider:PRV005,INVOLVES,1.0
claim:CLM00123,invoice:INV00088,HAS,1.0
