node_id,node_type,source_id,attributes
claim:CLM00257,Claim,CLM00257,"{""claim_amount"": 270016, ""claim_date"": ""2026-06-01"", ""claim_type"": ""Theft"", ""description"": ""Claim description 257"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00258,Claim,CLM00258,"{""claim_amount"": 152745, ""claim_date"": ""2026-06-03"", ""claim_type"": ""Fire"", ""description"": ""Claim description 258"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00259,Claim,CLM00259,"{""claim_amount"": 222674, ""claim_date"": ""2026-02-26"", ""claim_type"": ""Theft"", ""description"": ""Claim description 259"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00260,Claim,CLM00260,"{""claim_amount"": 94829, ""claim_date"": ""2026-06-25"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 260"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00261,Claim,CLM00261,"{""claim_amount"": 58044, ""claim_date"": ""2026-01-05"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 261"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00262,Claim,CLM00262,"{""claim_amount"": 166152, ""claim_date"": ""2026-08-19"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 262"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00263,Claim,CLM00263,"{""claim_amount"": 5314, ""claim_date"": ""2026-07-31"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 263"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00264,Claim,CLM00264,"{""claim_amount"": 211977, ""claim_date"": ""2026-05-04"", ""claim_type"": ""Fire"", ""description"": ""Claim description 264"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00265,Claim,CLM00265,"{""claim_amount"": 243573, ""claim_date"": ""2026-03-01"", ""claim_type"": ""Fire"", ""description"": ""Claim description 265"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00266,Claim,CLM00266,"{""claim_amount"": 6864, ""claim_date"": ""2026-07-22"", ""claim_type"": ""Accident"", ""description"": ""Claim description 266"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00267,Claim,CLM00267,"{""claim_amount"": 45574, ""claim_date"": ""2026-01-28"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 267"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00268,Claim,CLM00268,"{""claim_amount"": 77236, ""claim_date"": ""2026-06-06"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 268"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00269,Claim,CLM00269,"{""claim_amount"": 131814, ""claim_date"": ""2026-05-23"", ""claim_type"": ""Fire"", ""description"": ""Claim description 269"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00270,Claim,CLM00270,"{""claim_amount"": 65233, ""claim_date"": ""2026-07-11"", ""claim_type"": ""Theft"", ""description"": ""Claim description 270"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00271,Claim,CLM00271,"{""claim_amount"": 165963, ""claim_date"": ""2026-05-21"", ""claim_type"": ""Accident"", ""description"": ""Claim description 271"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00272,Claim,CLM00272,"{""claim_amount"": 162350, ""claim_date"": ""2026-08-26"", ""claim_type"": ""Accident"", ""description"": ""Claim description 272"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00273,Claim,CLM00273,"{""claim_amount"": 105748, ""claim_date"": ""2026-07-05"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 273"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00274,Claim,CLM00274,"{""claim_amount"": 7807, ""claim_date"": ""2026-04-23"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 274"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00275,Claim,CLM00275,"{""claim_amount"": 14453, ""claim_date"": ""2026-06-22"", ""claim_type"": ""Accident"", ""description"": ""Claim description 275"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00276,Claim,CLM00276,"{""claim_amount"": 111286, ""claim_date"": ""2026-04-12"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 276"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00277,Claim,CLM00277,"{""claim_amount"": 222517, ""claim_date"": ""2026-07-05"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 277"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00278,Claim,CLM00278,"{""claim_amount"": 248718, ""claim_date"": ""2026-04-27"", ""claim_type"": ""Accident"", ""description"": ""Claim description 278"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00279,Claim,CLM00279,"{""claim_amount"": 136902, ""claim_date"": ""2026-01-19"", ""claim_type"": ""Accident"", ""description"": ""Claim description 279"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00280,Claim,CLM00280,"{""claim_amount"": 103849, ""claim_date"": ""2026-09-05"", ""claim_type"": ""Theft"", ""description"": ""Claim description 280"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00281,Claim,CLM00281,"{""claim_amount"": 35479, ""claim_date"": ""2026-05-04"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 281"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00282,Claim,CLM00282,"{""claim_amount"": 145417, ""claim_date"": ""2026-05-13"", ""claim_type"": ""Theft"", ""description"": ""Claim description 282"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00283,Claim,CLM00283,"{""claim_amount"": 51788, ""claim_date"": ""2026-08-27"", ""claim_type"": ""Fire"", ""description"": ""Claim description 283"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00284,Claim,CLM00284,"{""claim_amount"": 243532, ""claim_date"": ""2026-08-27"", ""claim_type"": ""Theft"", ""description"": ""Claim description 284"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00285,Claim,CLM00285,"{""claim_amount"": 223874, ""claim_date"": ""2026-02-21"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 285"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00286,Claim,CLM00286,"{""claim_amount"": 178912, ""claim_date"": ""2026-09-02"", ""claim_type"": ""Accident"", ""description"": ""Claim description 286"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00287,Claim,CLM00287,"{""claim_amount"": 240437, ""claim_date"": ""2026-05-07"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 287"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00288,Claim,CLM00288,"{""claim_amount"": 230933, ""claim_date"": ""2026-07-12"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 288"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00289,Claim,CLM00289,"{""claim_amount"": 124851, ""claim_date"": ""2026-02-14"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 289"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00290,Claim,CLM00290,"{""claim_amount"": 188078, ""claim_date"": ""2026-04-08"", ""claim_type"": ""Theft"", ""description"": ""Claim description 290"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00291,Claim,CLM00291,"{""claim_amount"": 53211, ""claim_date"": ""2026-04-04"", ""claim_type"": ""Theft"", ""description"": ""Claim description 291"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00292,Claim,CLM00292,"{""claim_amount"": 52156, ""claim_date"": ""2026-04-26"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 292"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00293,Claim,CLM00293,"{""claim_amount"": 229476, ""claim_date"": ""2026-04-21"", ""claim_type"": ""Theft"", ""description"": ""Claim description 293"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00294,Claim,CLM00294,"{""claim_amount"": 239165, ""claim_date"": ""2026-02-04"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 294"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00295,Claim,CLM00295,"{""claim_amount"": 162819, ""claim_date"": ""2026-08-08"", ""claim_type"": ""Accident"", ""description"": ""Claim description 295"", ""fraud_label"": 1, ""status"": ""Under Review""}"
claim:CLM00296,Claim,CLM00296,"{""claim_amount"": 200190, ""claim_date"": ""2026-04-26"", ""claim_type"": ""Fire"", ""description"": ""Claim description 296"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00297,Claim,CLM00297,"{""claim_amount"": 97036, ""claim_date"": ""2026-02-01"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 297"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00298,Claim,CLM00298,"{""claim_amount"": 90220, ""claim_date"": ""2026-04-01"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 298"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00299,Claim,CLM00299,"{""claim_amount"": 170599, ""claim_date"": ""2026-04-29"", ""claim_type"": ""Theft"", ""description"": ""Claim description 299"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00300,Claim,CLM00300,"{""claim_amount"": 64825, ""claim_date"": ""2026-03-29"", ""claim_type"": ""Fire"", ""description"": ""Claim description 300"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00301,Claim,CLM00301,"{""claim_amount"": 100201, ""claim_date"": ""2026-08-09"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 301"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00302,Claim,CLM00302,"{""claim_amount"": 66506, ""claim_date"": ""2026-07-06"", ""claim_type"": ""Accident"", ""description"": ""Claim description 302"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00303,Claim,CLM00303,"{""claim_amount"": 235343, ""claim_date"": ""2026-08-28"", ""claim_type"": ""Accident"", ""description"": ""Claim description 303"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00304,Claim,CLM00304,"{""claim_amount"": 45704, ""claim_date"": ""2026-06-08"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 304"", ""fraud_label"": 1, ""status"": ""Approved""}"
claim:CLM00305,Claim,CLM00305,"{""claim_amount"": 39413, ""claim_date"": ""2026-02-02"", ""claim_type"": ""Theft"", ""description"": ""Claim description 305"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00306,Claim,CLM00306,"{""claim_amount"": 233300, ""claim_date"": ""2026-09-07"", ""claim_type"": ""Fire"", ""description"": ""Claim description 306"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00307,Claim,CLM00307,"{""claim_amount"": 170425, ""claim_date"": ""2026-04-27"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 307"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00308,Claim,CLM00308,"{""claim_amount"": 64540, ""claim_date"": ""2026-05-19"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 308"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00309,Claim,CLM00309,"{""claim_amount"": 5024, ""claim_date"": ""2026-01-03"", ""claim_type"": ""Theft"", ""description"": ""Claim description 309"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00310,Claim,CLM00310,"{""claim_amount"": 203042, ""claim_date"": ""2026-08-31"", ""claim_type"": ""Accident"", ""description"": ""Claim description 310"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00311,Claim,CLM00311,"{""claim_amount"": 54432, ""claim_date"": ""2026-04-06"", ""claim_type"": ""Glass Damage"", ""description"": ""Claim description 311"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00312,Claim,CLM00312,"{""claim_amount"": 107163, ""claim_date"": ""2026-06-15"", ""claim_type"": ""Theft"", ""description"": ""Claim description 312"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00313,Claim,CLM00313,"{""claim_amount"": 243539, ""claim_date"": ""2026-07-24"", ""claim_type"": ""Fire"", ""description"": ""Claim description 313"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00314,Claim,CLM00314,"{""claim_amount"": 22947, ""claim_date"": ""2026-08-07"", ""claim_type"": ""Fire"", ""description"": ""Claim description 314"", ""fraud_label"": 0, ""status"": ""Open""}"
claim:CLM00315,Claim,CLM00315,"{""claim_amount"": 133973, ""claim_date"": ""2026-06-09"", ""claim_type"": ""Accident"", ""description"": ""Claim description 315"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claim:CLM00316,Claim,CLM00316,"{""claim_amount"": 122150, ""claim_date"": ""2026-03-14"", ""claim_type"": ""Theft"", ""description"": ""Claim description 316"", ""fraud_label"": 1, ""status"": ""Open""}"
claim:CLM00317,Claim,CLM00317,"{""claim_amount"": 86677, ""claim_date"": ""2026-04-18"", ""claim_type"": ""Natural Disaster"", ""description"": ""Claim description 317"", ""fraud_label"": 0, ""status"": ""Approved""}"
claim:CLM00318,Claim,CLM00318,"{""claim_amount"": 43296, ""claim_date"": ""2026-07-12"", ""claim_type"": ""Accident"", ""description"": ""Claim description 318"", ""fraud_label"": 1, ""status"": ""Rejected""}"
claim:CLM00319,Claim,CLM00319,"{""claim_amount"": 36971, ""claim_date"": ""2026-01-04"", ""claim_type"": ""Theft"", ""description"": ""Claim description 319"", ""fraud_label"": 0, ""status"": ""Rejected""}"
claim:CLM00320,Claim,CLM00320,"{""claim_amount"": 125805, ""claim_date"": ""2026-02-20"", ""claim_type"": ""Accident"", ""description"": ""Claim description 320"", ""fraud_label"": 0, ""status"": ""Under Review""}"
claimant:CLT0001,Claimant,CLT0001,"{""age"": 61.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0001""}"
claimant:CLT0002,Claimant,CLT0002,"{""age"": 36.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0002""}"
claimant:CLT0003,Claimant,CLT0003,"{""age"": 64.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0003""}"
claimant:CLT0004,Claimant,CLT0004,"{""age"": 23.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0004""}"
claimant:CLT0005,Claimant,CLT0005,"{""age"": 35.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0005""}"
claimant:CLT0006,Claimant,CLT0006,"{""age"": 66.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0006""}"
claimant:CLT0007,Claimant,CLT0007,"{""age"": 49.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0007""}"
claimant:CLT0008,Claimant,CLT0008,"{""age"": 69.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0008""}"
claimant:CLT0009,Claimant,CLT0009,"{""age"": 38.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0009""}"
claimant:CLT0010,Claimant,CLT0010,"{""age"": 27.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0010""}"
claimant:CLT0011,Claimant,CLT0011,"{""age"": 43.0, ""city"": ""Ahmedabad"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0011""}"
claimant:CLT0012,Claimant,CLT0012,"{""age"": 67.0, ""city"": ""Surat"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0012""}"
claimant:CLT0013,Claimant,CLT0013,"{""age"": 26.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0013""}"
claimant:CLT0014,Claimant,CLT0014,"{""age"": 57.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0014""}"
claimant:CLT0015,Claimant,CLT0015,"{""age"": 63.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0015""}"
claimant:CLT0016,Claimant,CLT0016,"{""age"": 35.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0016""}"
claimant:CLT0017,Claimant,CLT0017,"{""age"": 50.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0017""}"
claimant:CLT0018,Claimant,CLT0018,"{""age"": 43.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0018""}"
claimant:CLT0019,Claimant,CLT0019,"{""age"": 59.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0019""}"
claimant:CLT0020,Claimant,CLT0020,"{""age"": 50.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0020""}"
claimant:CLT0021,Claimant,CLT0021,"{""age"": 64.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0021""}"
claimant:CLT0022,Claimant,CLT0022,"{""age"": 23.0, ""city"": ""Ahmedabad"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0022""}"
claimant:CLT0023,Claimant,CLT0023,"{""age"": 25.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0023""}"
claimant:CLT0024,Claimant,CLT0024,"{""age"": 62.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0024""}"
claimant:CLT0025,Claimant,CLT0025,"{""age"": 30.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0025""}"
claimant:CLT0026,Claimant,CLT0026,"{""age"": 68.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0026""}"
claimant:CLT0027,Claimant,CLT0027,"{""age"": 58.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0027""}"
claimant:CLT0028,Claimant,CLT0028,"{""age"": 29.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0028""}"
claimant:CLT0029,Claimant,CLT0029,"{""age"": 69.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0029""}"
claimant:CLT0030,Claimant,CLT0030,"{""age"": 61.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0030""}"
claimant:CLT0031,Claimant,CLT0031,"{""age"": 45.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0031""}"
claimant:CLT0032,Claimant,CLT0032,"{""age"": 56.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0032""}"
claimant:CLT0033,Claimant,CLT0033,"{""age"": 70.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0033""}"
claimant:CLT0034,Claimant,CLT0034,"{""age"": 48.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0034""}"
claimant:CLT0035,Claimant,CLT0035,"{""age"": 67.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0035""}"
claimant:CLT0036,Claimant,CLT0036,"{""age"": 61.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0036""}"
claimant:CLT0037,Claimant,CLT0037,"{""age"": 44.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0037""}"
claimant:CLT0038,Claimant,CLT0038,"{""age"": 52.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0038""}"
claimant:CLT0039,Claimant,CLT0039,"{""age"": 40.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0039""}"
claimant:CLT0040,Claimant,CLT0040,"{""age"": 57.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0040""}"
claimant:CLT0041,Claimant,CLT0041,"{""age"": 25.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0041""}"
claimant:CLT0042,Claimant,CLT0042,"{""age"": 63.0, ""city"": ""Surat"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0042""}"
claimant:CLT0043,Claimant,CLT0043,"{""age"": 54.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0043""}"
claimant:CLT0044,Claimant,CLT0044,"{""age"": 55.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0044""}"
claimant:CLT0045,Claimant,CLT0045,"{""age"": 63.0, ""city"": ""Ahmedabad"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0045""}"
claimant:CLT0046,Claimant,CLT0046,"{""age"": 28.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0046""}"
claimant:CLT0047,Claimant,CLT0047,"{""age"": 42.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0047""}"
claimant:CLT0048,Claimant,CLT0048,"{""age"": 21.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0048""}"
claimant:CLT0049,Claimant,CLT0049,"{""age"": 25.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0049""}"
claimant:CLT0050,Claimant,CLT0050,"{""age"": 53.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0050""}"
claimant:CLT0051,Claimant,CLT0051,"{""age"": 34.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0051""}"
claimant:CLT0052,Claimant,CLT0052,"{""age"": 36.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0052""}"
claimant:CLT0053,Claimant,CLT0053,"{""age"": 27.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0053""}"
claimant:CLT0054,Claimant,CLT0054,"{""age"": 48.0, ""city"": ""Surat"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0054""}"
claimant:CLT0055,Claimant,CLT0055,"{""age"": 64.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0055""}"
claimant:CLT0056,Claimant,CLT0056,"{""age"": 67.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0056""}"
claimant:CLT0057,Claimant,CLT0057,"{""age"": 33.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0057""}"
claimant:CLT0058,Claimant,CLT0058,"{""age"": 48.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0058""}"
claimant:CLT0059,Claimant,CLT0059,"{""age"": 36.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0059""}"
claimant:CLT0060,Claimant,CLT0060,"{""age"": 24.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0060""}"
claimant:CLT0061,Claimant,CLT0061,"{""age"": 69.0, ""city"": ""Pune"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0061""}"
claimant:CLT0062,Claimant,CLT0062,"{""age"": 52.0, ""city"": ""Surat"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0062""}"
claimant:CLT0063,Claimant,CLT0063,"{""age"": 24.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0063""}"
claimant:CLT0064,Claimant,CLT0064,"{""age"": 45.0, ""city"": ""Ahmedabad"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0064""}"
claimant:CLT0065,Claimant,CLT0065,"{""age"": 48.0, ""city"": ""Delhi"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0065""}"
claimant:CLT0066,Claimant,CLT0066,"{""age"": 33.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0066""}"
claimant:CLT0067,Claimant,CLT0067,"{""age"": 58.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0067""}"
claimant:CLT0068,Claimant,CLT0068,"{""age"": 24.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0068""}"
claimant:CLT0069,Claimant,CLT0069,"{""age"": 24.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0069""}"
claimant:CLT0070,Claimant,CLT0070,"{""age"": 25.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0070""}"
claimant:CLT0071,Claimant,CLT0071,"{""age"": 46.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0071""}"
claimant:CLT0072,Claimant,CLT0072,"{""age"": 60.0, ""city"": ""Mumbai"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0072""}"
claimant:CLT0073,Claimant,CLT0073,"{""age"": 37.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0073""}"
claimant:CLT0074,Claimant,CLT0074,"{""age"": 37.0, ""city"": ""Surat"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0074""}"
claimant:CLT0075,Claimant,CLT0075,"{""age"": 50.0, ""city"": ""Ahmedabad"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0075""}"
claimant:CLT0076,Claimant,CLT0076,"{""age"": 50.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Single"", ""name"": ""Customer 0076""}"
claimant:CLT0077,Claimant,CLT0077,"{""age"": 55.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Single"", ""name"": ""Customer 0077""}"
claimant:CLT0078,Claimant,CLT0078,"{""age"": 43.0, ""city"": ""Mumbai"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0078""}"
claimant:CLT0079,Claimant,CLT0079,"{""age"": 39.0, ""city"": ""Pune"", ""gender"": ""F"", ""marital_status"": ""Married"", ""name"": ""Customer 0079""}"
claimant:CLT0080,Claimant,CLT0080,"{""age"": 60.0, ""city"": ""Delhi"", ""gender"": ""M"", ""marital_status"": ""Married"", ""name"": ""Customer 0080""}"
