claim_id,claim_date,claim_amount,claim_age_days,days_since_policy_start,amount_to_premium_ratio,invoice_to_claim_ratio,claimant_claim_frequency,provider_claim_volume,vehicle_age,claimant_age,provider_rating,duplicate_similarity_score,duplicate_flag,claim_type,policy_type,vehicle_type,vehicle_make,provider_type,claimant_city,fraud_label,dup_similarity_score,dup_type,dup_flag,anomaly_score,anomaly_flag,isolation_forest_score,lof_score,ocsvm_score,claim_degree,claimant_degree,policy_degree,vehicle_degree,provider_degree,invoice_degree,location_degree,claim_pagerank,claimant_pagerank,provider_pagerank,claim_betweenness,claimant_betweenness,provider_betweenness,claim_clustering,claimant_clustering,common_neighbors,provider_claim_count,claimant_claim_count,repeated_claimant_provider,fraud_neighbor_count,fraud_neighbor_ratio,suspicious_neighbor_count
CLM00133,2026-01-06,88549,244,13,4.7143,0.2095,1,1,4.0,64.0,3.9,0.354,1,Accident,Comprehensive,SUV,Mahindra,Dealer,Ahmedabad,0,0.354,SIMILAR,1,0.3381,0,0.3381,0.1217,0.7675,6,3,4,3,27,2,90,0.00116585,0.00061641,0.0049563,0.0038905,0.00059084,0.04573758,0.06666667,0.33333333,1,16,1,0,0,0.0,0
CLM00134,2026-01-20,148404,230,31,3.169,0.6335,1,2,6.0,55.0,3.3,0.4933,1,Accident,Zero Dep,Sedan,Tata,Garage,Pune,0,0.4933,SIMILAR,1,0.2671,0,0.2671,0.0645,0.4245,6,5,3,5,25,6,111,0.00107557,0.00094625,0.00402168,0.00125586,0.00072641,0.02103591,0.2,0.2,2,16,2,0,0,0.0,1
CLM00135,2026-02-12,164204,207,101,4.9922,1.0923,1,6,4.0,55.0,3.1,0.4534,0,Theft,Zero Dep,Hatchback,Tata,Garage,Pune,0,0.4534,NO_MATCH,0,0.1579,0,0.1579,0.0489,0.4446,6,6,8,4,22,3,111,0.00109586,0.00115339,0.00389565,0.00092246,0.00078754,0.02002791,0.13333333,0.2,2,14,3,0,0,0.0,1
CLM00136,2026-06-28,150257,71,226,5.3652,0.97,2,12,3.0,26.0,3.1,0.4357,1,Glass Damage,Zero Dep,Hatchback,Honda,Surveyor,Delhi,0,0.4357,POSSIBLE_DUPLICATE,1,0.3542,0,0.3542,0.166,0.5206,6,9,6,9,21,2,110,0.00108624,0.0016779,0.00368452,0.00090779,0.00320997,0.02344063,0.13333333,0.08333333,2,14,3,0,0,0.0,1
CLM00137,2026-01-13,107996,237,286,1.2704,1.63,1,1,6.0,24.0,4.6,0.4811,1,Natural Disaster,Comprehensive,SUV,Hyundai,Hospital,Mumbai,0,0.4811,SIMILAR,1,0.6318,1,0.6318,0.3631,0.8397,6,11,3,8,17,3,123,0.00111883,0.00216585,0.00308179,0.00316506,0.00490743,0.01695548,0.13333333,0.09090909,2,7,5,0,1,0.25,3
CLM00138,2026-03-17,220979,174,382,6.4,0.7777,2,7,7.0,49.0,3.1,0.4759,1,Glass Damage,Comprehensive,MUV,Tata,Garage,Delhi,0,0.4759,SIMILAR,1,0.3271,0,0.3271,0.2042,0.5285,6,9,3,4,22,2,110,0.00113147,0.00158368,0.00389565,0.00380515,0.00328969,0.02002791,0.06666667,0.11111111,1,14,4,0,1,0.333333,3
CLM00139,2026-06-13,81496,86,416,1.0361,1.3807,1,11,4.0,68.0,3.1,0.4066,0,Natural Disaster,Third Party,Sedan,Mahindra,Surveyor,Delhi,0,0.4066,NO_MATCH,0,0.1915,0,0.1915,0.0626,0.5645,6,5,5,4,21,4,110,0.00108287,0.00092228,0.00368452,0.00257955,5.095e-05,0.02344063,0.13333333,0.4,2,14,4,0,2,0.666667,3
CLM00140,2026-03-09,28890,182,88,1.425,1.3496,2,6,6.0,57.0,3.5,0.5186,1,Natural Disaster,Third Party,MUV,Honda,Garage,Mumbai,0,0.5186,SIMILAR,1,0.1943,0,0.1943,0.0445,0.5682,6,8,8,6,27,4,123,0.00107334,0.00158832,0.00478573,0.00236265,0.00180141,0.01906371,0.06666667,0.14285714,1,14,4,0,0,0.0,3
CLM00141,2026-01-12,74021,238,100,2.8979,1.3433,1,1,6.0,21.0,3.3,0.4301,1,Fire,Third Party,Sedan,Honda,Garage,Mumbai,0,0.4301,SIMILAR,1,0.5222,0,0.5222,0.1864,0.7566,6,10,4,3,25,2,123,0.00111359,0.00170921,0.00402168,0.00443519,0.00096237,0.02103591,0.06666667,0.15555556,1,16,7,0,1,0.166667,5
CLM00142,2026-06-28,179972,71,482,4.5833,0.7049,2,9,8.0,66.0,4.0,0.545,1,Glass Damage,Zero Dep,SUV,Maruti,Dealer,Surat,1,0.545,POSSIBLE_DUPLICATE,1,0.3249,0,0.3249,0.0858,0.7492,6,3,6,3,25,3,91,0.00113805,0.00062399,0.00441865,0.00130598,4.79e-05,0.01796617,0.13333333,0.66666667,2,13,2,0,0,0.0,1
CLM00143,2026-05-14,114741,116,48,2.2406,0.8643,3,10,8.0,38.0,4.3,0.4538,1,Natural Disaster,Zero Dep,SUV,Maruti,Dealer,Pune,0,0.4538,SIMILAR,1,0.358,0,0.358,0.2685,0.6767,6,7,4,3,34,2,111,0.00115196,0.0013003,0.00593772,0.00374299,0.00264921,0.03362692,0.06666667,0.14285714,1,25,3,0,1,0.5,2
CLM00144,2026-07-02,14103,67,302,0.3601,2.6648,4,14,2.0,69.0,4.3,0.4705,1,Glass Damage,Third Party,Sedan,Maruti,Dealer,Pune,0,0.4705,SIMILAR,1,0.4534,0,0.4534,0.2752,0.8395,6,7,7,5,34,5,111,0.00104238,0.00124141,0.00593772,0.00125294,0.0006108,0.03362692,0.13333333,0.23809524,1,25,4,0,0,0.0,3
CLM00145,2026-07-26,299077,43,290,4.1295,0.4359,1,13,3.0,35.0,3.3,0.4124,1,Natural Disaster,Third Party,SUV,Hyundai,Garage,Mumbai,1,0.4124,SIMILAR,1,0.4255,0,0.4255,0.2371,0.8395,6,4,4,7,25,3,123,0.00113867,0.00097525,0.00402168,0.00236554,0.00133302,0.02103591,0.06666667,0.16666667,1,16,1,0,0,0.0,0
CLM00146,2026-08-23,224164,15,535,7.4739,0.6633,3,13,7.0,48.0,3.7,0.5672,1,Glass Damage,Zero Dep,SUV,Hyundai,Dealer,Delhi,1,0.5672,SIMILAR,1,0.1896,0,0.1896,0.1514,0.5427,6,7,3,4,21,2,110,0.00113432,0.00129222,0.00361305,0.00156934,0.00086144,0.02180532,0.06666667,0.19047619,1,13,4,0,0,0.0,2
CLM00147,2026-06-29,168330,70,243,3.2313,0.0969,2,7,3.0,60.0,3.3,0.3872,1,Natural Disaster,Zero Dep,SUV,Honda,Surveyor,Ahmedabad,0,0.3872,SIMILAR,1,0.1551,0,0.1551,0.0378,0.4879,6,7,6,5,16,2,90,0.00112362,0.00134485,0.00294923,0.002428,0.00117364,0.01383975,0.06666667,0.14285714,1,9,3,0,0,0.0,2
CLM00148,2026-05-30,203804,100,29,4.1947,0.6412,3,6,5.0,48.0,3.2,0.4565,1,Accident,Third Party,Sedan,Maruti,Hospital,Surat,0,0.4565,SIMILAR,1,0.5197,0,0.5197,0.4668,0.8397,6,9,8,3,26,4,91,0.00111258,0.00169298,0.00490412,0.0013037,0.00218606,0.01762278,0.13333333,0.11111111,2,9,4,0,0,0.0,3
CLM00149,2026-08-13,112712,25,390,1.6577,1.5345,2,14,5.0,37.0,4.4,0.462,1,Natural Disaster,Zero Dep,MUV,Maruti,Dealer,Pune,0,0.462,SIMILAR,1,0.0514,0,0.0514,0.0225,0.0942,6,7,4,5,24,4,111,0.00108569,0.00133045,0.0042378,0.00260114,0.00148898,0.0263219,0.06666667,0.14285714,1,14,3,0,0,0.0,1
CLM00150,2026-06-08,164555,91,167,5.3313,0.6955,1,12,2.0,35.0,4.3,0.5,1,Natural Disaster,Third Party,MUV,Honda,Dealer,Delhi,0,0.5,POSSIBLE_DUPLICATE,1,0.3851,0,0.3851,0.1937,0.7082,6,5,8,5,34,3,110,0.00107456,0.00094147,0.00593772,0.00296005,0.00203686,0.03362692,0.06666667,0.2,1,25,2,0,0,0.0,1
CLM00151,2026-05-02,246391,128,169,8.7978,0.5525,1,7,7.0,34.0,3.9,0.4258,1,Fire,Zero Dep,SUV,Hyundai,Dealer,Delhi,0,0.4258,SIMILAR,1,0.3747,0,0.3747,0.1336,0.4688,6,5,6,3,27,5,110,0.00109058,0.00093159,0.0049563,0.00452586,0.00024359,0.04573758,0.06666667,0.3,1,16,3,0,0,0.0,2
CLM00152,2026-05-06,229981,124,361,7.6781,0.4671,2,4,4.0,55.0,3.8,0.4081,0,Accident,Third Party,Hatchback,Honda,Dealer,Pune,0,0.4081,NO_MATCH,0,0.2659,0,0.2659,0.1281,0.3243,6,5,4,6,15,4,111,0.00107446,0.00094625,0.00258951,0.00462856,0.00072641,0.01284642,0.06666667,0.2,1,11,2,0,0,0.0,1
CLM00153,2026-03-24,75626,167,202,1.931,0.5472,2,5,5.0,43.0,3.2,0.4545,1,Glass Damage,Third Party,Hatchback,Mahindra,Hospital,Pune,0,0.4545,SIMILAR,1,0.1437,0,0.1437,0.0706,0.3269,6,8,7,2,20,3,111,0.00112522,0.0015595,0.00353992,0.0025201,0.00805818,0.01600983,0.06666667,0.14285714,1,12,4,0,0,0.0,1
CLM00154,2026-05-05,204096,125,263,4.8967,0.303,1,10,7.0,30.0,3.1,0.4448,1,Fire,Comprehensive,SUV,Maruti,Garage,Ahmedabad,0,0.4448,SIMILAR,1,0.3185,0,0.3185,0.1004,0.7194,6,4,6,4,22,3,90,0.00113042,0.00090384,0.00389565,0.0021349,0.00101172,0.02002791,0.06666667,0.33333333,1,14,2,0,0,0.0,1
CLM00155,2026-05-10,110744,120,75,3.7968,1.4826,3,5,3.0,33.0,4.2,0.4278,1,Glass Damage,Third Party,Sedan,Tata,Garage,Ahmedabad,1,0.4278,SIMILAR,1,0.1447,0,0.1447,0.0654,0.4838,6,4,4,3,21,3,90,0.00113103,0.00077156,0.00398564,0.00199703,6.572e-05,0.0212906,0.06666667,0.5,1,10,3,0,1,0.5,2
CLM00156,2026-01-09,172195,241,0,4.9126,0.4491,1,2,2.0,25.0,3.9,0.5266,1,Fire,Third Party,SUV,Mahindra,Dealer,Pune,1,0.5266,SIMILAR,1,0.2029,0,0.2029,0.0737,0.4848,6,4,4,4,27,2,111,0.00113358,0.00076497,0.0049563,0.00254865,3.095e-05,0.04573758,0.06666667,0.5,1,16,3,0,0,0.0,2
CLM00157,2026-08-25,37472,13,486,0.4964,0.2613,4,23,4.0,48.0,4.3,0.4548,1,Theft,Comprehensive,SUV,Maruti,Dealer,Delhi,0,0.4548,SIMILAR,1,0.3528,0,0.3528,0.2297,0.6921,6,7,3,5,34,2,110,0.0011234,0.00129222,0.00593772,0.00396215,0.00086144,0.03362692,0.06666667,0.19047619,1,25,4,0,1,0.333333,2
CLM00158,2026-05-22,96687,108,225,1.335,1.3517,1,11,2.0,24.0,3.5,0.5082,1,Fire,Third Party,SUV,Mahindra,Garage,Pune,0,0.5082,POSSIBLE_DUPLICATE,1,0.1405,0,0.1405,0.0807,0.5575,6,4,4,6,27,4,111,0.00108745,0.00076538,0.00478573,0.00201116,0.00073807,0.01906371,0.06666667,0.33333333,1,14,2,0,1,1.0,1
CLM00159,2026-08-07,155014,31,515,1.832,0.5802,2,13,1.0,44.0,3.9,0.4444,1,Theft,Third Party,Sedan,Tata,Dealer,Pune,0,0.4444,SIMILAR,1,0.3685,0,0.3685,0.1716,0.5908,6,7,2,3,27,3,111,0.00117815,0.00133265,0.0049563,0.00310342,0.00587197,0.04573758,0.06666667,0.14285714,1,16,3,0,0,0.0,2
CLM00160,2026-04-15,139553,145,288,2.3412,1.1334,3,2,3.0,39.0,3.8,0.5498,1,Accident,Third Party,Hatchback,Honda,Dealer,Delhi,1,0.5498,POSSIBLE_DUPLICATE,1,0.0,0,0.0,0.0,0.0,6,5,5,9,15,2,110,0.00108324,0.0009108,0.00258951,0.00107147,0.00019569,0.01284642,0.06666667,0.4,1,11,4,0,1,0.333333,3
CLM00161,2026-01-03,63659,247,326,0.7428,1.6677,1,1,3.0,53.0,3.3,0.3806,1,Fire,Comprehensive,SUV,Hyundai,Surveyor,Surat,0,0.3806,SIMILAR,1,0.2087,0,0.2087,0.1062,0.4993,6,8,4,7,22,4,91,0.00110682,0.00156089,0.00424323,0.0034984,0.0017321,0.03031276,0.06666667,0.14285714,1,11,4,0,0,0.0,2
CLM00162,2026-02-25,127342,194,265,2.5125,0.8929,1,3,6.0,64.0,4.0,0.5685,1,Glass Damage,Third Party,MUV,Maruti,Surveyor,Mumbai,0,0.5685,SIMILAR,1,0.1643,0,0.1643,0.0468,0.428,6,5,5,4,22,4,123,0.0010997,0.00096633,0.0040191,0.00165194,0.00074483,0.01691593,0.06666667,0.2,1,12,2,0,0,0.0,1
CLM00163,2026-09-05,226061,2,528,7.125,0.1725,2,10,2.0,50.0,3.4,0.5083,1,Glass Damage,Third Party,Sedan,Tata,Surveyor,Ahmedabad,0,0.5083,SIMILAR,1,0.4537,0,0.4537,0.1496,0.7649,6,7,4,8,26,4,90,0.00108029,0.00127851,0.00486327,0.00110133,0.00203615,0.03336735,0.13333333,0.0952381,2,11,2,0,1,1.0,1
CLM00164,2026-03-12,172928,179,162,1.9436,0.2124,2,4,5.0,40.0,3.5,0.5183,1,Fire,Third Party,MUV,Mahindra,Surveyor,Pune,0,0.5183,SIMILAR,1,0.0249,0,0.0249,0.0232,0.2793,6,5,6,3,20,3,111,0.00109023,0.00093702,0.00344607,0.00140302,0.00031154,0.01678725,0.06666667,0.3,1,14,3,0,0,0.0,1
CLM00165,2026-07-15,67993,54,315,1.7361,0.6477,3,11,3.0,34.0,4.0,0.4747,1,Glass Damage,Third Party,SUV,Honda,Dealer,Ahmedabad,0,0.4747,SIMILAR,1,0.1925,0,0.1925,0.1065,0.4871,6,8,7,3,25,3,90,0.0010816,0.00137948,0.00441865,0.00316845,0.00061904,0.01796617,0.06666667,0.17857143,1,13,5,0,0,0.0,3
CLM00166,2026-06-17,135383,82,472,3.0368,0.9859,5,8,8.0,24.0,4.6,0.4861,1,Fire,Third Party,SUV,Hyundai,Hospital,Mumbai,0,0.4861,SIMILAR,1,0.6387,1,0.6387,0.4155,0.8398,6,11,5,6,21,2,123,0.00112389,0.00216585,0.00386897,0.00231209,0.00490743,0.01812876,0.13333333,0.09090909,1,11,5,0,1,0.25,2
CLM00167,2026-05-27,218913,103,383,4.8642,0.75,2,5,1.0,36.0,3.2,0.4651,1,Theft,Comprehensive,MUV,Tata,Hospital,Surat,0,0.4651,SIMILAR,1,0.2976,0,0.2976,0.1242,0.7551,6,4,4,3,26,3,91,0.00114789,0.00078061,0.00490412,0.00116442,4.914e-05,0.01762278,0.13333333,0.5,2,9,3,0,1,0.5,2
CLM00168,2026-02-13,225368,206,273,5.5065,0.3234,2,1,4.0,53.0,4.2,0.5199,1,Glass Damage,Zero Dep,SUV,Maruti,Garage,Surat,0,0.5199,SIMILAR,1,0.2474,0,0.2474,0.0811,0.392,6,8,7,5,21,3,91,0.00109872,0.00156089,0.00398564,0.002793,0.0017321,0.0212906,0.06666667,0.14285714,1,10,4,0,0,0.0,3
CLM00169,2026-03-08,195103,183,319,2.4805,0.317,1,3,6.0,52.0,4.0,0.531,1,Theft,Third Party,MUV,Honda,Dealer,Mumbai,0,0.531,POSSIBLE_DUPLICATE,1,0.2035,0,0.2035,0.0599,0.4804,6,4,5,6,25,3,123,0.0010961,0.00078904,0.00441865,0.0036954,0.00035028,0.01796617,0.06666667,0.33333333,1,13,2,0,0,0.0,1
CLM00170,2026-07-10,233440,59,356,2.7289,0.3046,2,9,4.0,34.0,4.1,0.612,1,Fire,Third Party,Hatchback,Tata,Hospital,Ahmedabad,0,0.612,SIMILAR,1,0.3117,0,0.3117,0.1187,0.6494,6,8,3,4,19,5,90,0.00108948,0.00137948,0.00339865,0.00194695,0.00061904,0.01025027,0.06666667,0.17857143,1,10,5,0,0,0.0,4
CLM00171,2026-01-14,232119,236,0,4.4409,0.3593,1,1,3.0,48.0,4.3,0.3939,0,Glass Damage,Zero Dep,SUV,Maruti,Garage,Pune,0,0.3939,NO_MATCH,0,0.1687,0,0.1687,0.0568,0.4494,6,8,3,4,21,4,111,0.00109499,0.00154305,0.00347891,0.00306269,0.00387549,0.01346489,0.06666667,0.14285714,1,16,4,0,0,0.0,2
CLM00172,2026-04-08,143893,152,6,4.1051,0.7252,2,7,3.0,69.0,4.3,0.4265,1,Accident,Third Party,Sedan,Honda,Garage,Pune,0,0.4265,POSSIBLE_DUPLICATE,1,0.1641,0,0.1641,0.0717,0.5928,6,7,4,3,21,3,111,0.00111238,0.00124141,0.00347891,0.00132504,0.0006108,0.01346489,0.06666667,0.23809524,1,16,4,0,0,0.0,3
CLM00173,2026-08-17,242665,21,180,3.0963,0.043,4,14,3.0,43.0,3.1,0.439,0,Theft,Zero Dep,SUV,Tata,Garage,Pune,0,0.439,NO_MATCH,0,0.2744,0,0.2744,0.0819,0.5225,6,8,3,4,22,2,111,0.00115243,0.0015595,0.00389565,0.00111443,0.00805818,0.02002791,0.13333333,0.14285714,2,14,4,0,0,0.0,1
CLM00174,2026-06-11,51353,88,307,2.1363,0.2407,3,12,2.0,53.0,3.5,0.4015,0,Accident,Third Party,Sedan,Maruti,Garage,Ahmedabad,0,0.4015,NO_MATCH,0,0.0764,0,0.0764,0.0435,0.3942,6,6,3,5,27,3,90,0.00110556,0.00109343,0.00478573,0.00156893,0.00046373,0.01906371,0.13333333,0.2,2,14,3,1,1,0.5,0
CLM00175,2026-02-13,156068,206,107,2.9959,0.1273,1,2,5.0,48.0,3.2,0.4063,0,Natural Disaster,Zero Dep,Sedan,Mahindra,Hospital,Pune,0,0.4063,NO_MATCH,0,0.0449,0,0.0449,0.0038,0.246,6,7,6,3,20,5,111,0.00107287,0.00126303,0.00353992,0.00329717,0.00111033,0.01600983,0.06666667,0.14285714,1,12,3,0,0,0.0,2
CLM00176,2026-09-05,130147,2,167,1.8817,0.4487,1,24,7.0,50.0,4.3,0.3996,0,Accident,Third Party,MUV,Hyundai,Dealer,Ahmedabad,0,0.3996,NO_MATCH,0,0.6674,1,0.6674,0.3788,0.8396,6,6,3,6,34,2,90,0.00117097,0.00140875,0.00593772,0.00476819,0.00395397,0.03362692,0.06666667,0.06666667,1,25,1,0,0,0.0,0
CLM00177,2026-08-02,144207,36,431,1.8867,0.8106,1,11,3.0,60.0,3.7,0.4162,1,Accident,Comprehensive,Hatchback,Tata,Dealer,Pune,0,0.4162,SIMILAR,1,0.2024,0,0.2024,0.0687,0.5112,6,2,4,6,21,2,111,0.00114646,0.00045132,0.00361305,0.00236203,0.0,0.02180532,0.06666667,1.0,1,13,1,0,0,0.0,0
CLM00178,2026-04-09,136946,151,111,2.5754,1.2538,2,6,4.0,69.0,4.0,0.4451,1,Theft,Third Party,Hatchback,Honda,Dealer,Mumbai,0,0.4451,SIMILAR,1,0.1396,0,0.1396,0.0388,0.491,6,8,3,6,25,4,123,0.00108597,0.00148982,0.00441865,0.00250734,0.00684966,0.01796617,0.06666667,0.14285714,1,13,4,0,0,0.0,3
CLM00179,2026-07-06,141390,63,167,2.7536,1.1198,1,7,6.0,48.0,4.2,0.5373,1,Fire,Zero Dep,SUV,Hyundai,Garage,Delhi,0,0.5373,POSSIBLE_DUPLICATE,1,0.0498,0,0.0498,0.0365,0.1354,6,7,4,8,21,2,110,0.00110649,0.00129222,0.00398564,0.00133867,0.00086144,0.0212906,0.13333333,0.19047619,2,10,4,0,1,0.333333,3
CLM00180,2026-07-12,54394,57,70,2.2671,0.3946,3,13,3.0,46.0,3.5,0.385,0,Natural Disaster,Comprehensive,SUV,Tata,Garage,Delhi,1,0.385,NO_MATCH,0,0.0716,0,0.0716,0.0173,0.3417,6,5,3,4,27,3,110,0.00111161,0.00092127,0.00478573,0.00224627,0.00025782,0.01906371,0.13333333,0.3,2,14,3,0,0,0.0,1
CLM00181,2026-01-06,159584,244,189,2.6772,0.5891,2,1,5.0,61.0,3.1,0.4933,1,Accident,Third Party,Hatchback,Hyundai,Surveyor,Pune,0,0.4933,SIMILAR,1,0.068,0,0.068,0.0343,0.3049,6,6,5,3,21,6,111,0.00107561,0.00111081,0.00368452,0.00200645,0.00049859,0.02344063,0.06666667,0.26666667,1,14,4,0,0,0.0,2
CLM00182,2026-07-17,145177,52,137,1.9766,0.7784,2,8,6.0,23.0,4.6,0.4403,1,Glass Damage,Zero Dep,Sedan,Tata,Garage,Ahmedabad,0,0.4403,SIMILAR,1,0.434,0,0.434,0.1745,0.7526,6,7,3,5,24,2,90,0.00114733,0.00126065,0.00463026,0.00277109,0.00188893,0.03104914,0.06666667,0.14285714,2,9,3,1,0,0.0,1
CLM00183,2026-01-30,114255,220,121,1.2841,1.1671,2,3,5.0,24.0,3.9,0.4811,1,Accident,Third Party,Hatchback,Hyundai,Dealer,Mumbai,0,0.4811,SIMILAR,1,0.5582,0,0.5582,0.2671,0.703,6,11,6,3,27,2,123,0.00113991,0.00216585,0.0049563,0.00332688,0.00490743,0.04573758,0.06666667,0.09090909,1,16,5,0,1,0.25,2
CLM00184,2026-06-11,7439,88,338,0.2479,8.7973,3,5,3.0,69.0,4.8,0.4293,1,Accident,Zero Dep,Hatchback,Honda,Dealer,Pune,0,0.4293,SIMILAR,1,0.4113,0,0.4113,0.2601,0.8183,6,7,5,9,22,2,111,0.00109001,0.00124141,0.00397522,0.00343092,0.0006108,0.02019259,0.06666667,0.23809524,1,13,4,0,0,0.0,3
CLM00185,2026-07-04,147856,65,59,7.7545,0.7869,2,14,3.0,60.0,4.3,0.5448,1,Natural Disaster,Comprehensive,Hatchback,Hyundai,Garage,Delhi,1,0.5448,SIMILAR,1,0.1788,0,0.1788,0.0715,0.4499,6,6,6,3,21,4,110,0.00106415,0.00109627,0.00347891,0.0012664,0.00076964,0.01346489,0.13333333,0.2,1,16,3,0,1,0.5,1
CLM00186,2026-04-02,189401,158,43,2.4167,0.4954,1,3,2.0,43.0,3.4,0.4048,0,Theft,Zero Dep,MUV,Honda,Surveyor,Mumbai,0,0.4048,NO_MATCH,0,0.3575,0,0.3575,0.132,0.7565,6,6,3,5,26,3,123,0.00111698,0.00109706,0.00486327,0.00732055,0.00121073,0.03336735,0.06666667,0.13333333,1,11,2,0,0,0.0,1
CLM00187,2026-03-26,66474,165,373,0.847,2.0096,2,2,5.0,46.0,4.8,0.4162,1,Accident,Zero Dep,Sedan,Mahindra,Dealer,Mumbai,1,0.4162,SIMILAR,1,0.2901,0,0.2901,0.1032,0.616,6,6,3,3,22,4,123,0.00112915,0.00122046,0.00397522,0.0043843,0.00132482,0.02019259,0.06666667,0.2,1,13,3,0,0,0.0,2
CLM00188,2026-01-26,242182,224,14,5.5159,0.5802,1,2,7.0,50.0,4.6,0.3767,0,Theft,Zero Dep,SUV,Honda,Hospital,Surat,0,0.3767,NO_MATCH,0,0.4615,0,0.4615,0.1398,0.7964,6,7,3,4,21,4,91,0.00112258,0.00135525,0.00386897,0.00208942,0.00154352,0.01812876,0.06666667,0.14285714,1,11,3,0,0,0.0,2
CLM00189,2026-07-28,50797,41,445,1.2623,3.154,2,12,3.0,52.0,3.9,0.4157,1,Fire,Comprehensive,SUV,Maruti,Dealer,Mumbai,0,0.4157,SIMILAR,1,0.2743,0,0.2743,0.0942,0.5883,6,4,3,4,27,4,123,0.00113288,0.00078904,0.0049563,0.00465441,0.00035028,0.04573758,0.06666667,0.33333333,1,16,2,0,0,0.0,1
CLM00190,2026-01-25,228149,225,0,8.72,0.1284,1,1,7.0,22.0,4.6,0.4808,1,Accident,Third Party,MUV,Hyundai,Hospital,Mumbai,0,0.4808,SIMILAR,1,0.5392,0,0.5392,0.2757,0.8194,6,7,4,6,21,4,123,0.00107869,0.0012312,0.00386897,0.00316208,0.00013471,0.01812876,0.06666667,0.28571429,1,11,6,0,3,0.6,3
CLM00191,2026-08-17,119744,21,103,6.2802,0.1792,3,12,6.0,60.0,3.7,0.4783,1,Fire,Comprehensive,Hatchback,Honda,Dealer,Ahmedabad,0,0.4783,SIMILAR,1,0.1623,0,0.1623,0.0537,0.382,6,7,6,4,21,3,90,0.00109008,0.00134485,0.00361305,0.00496581,0.00117364,0.02180532,0.06666667,0.14285714,1,13,3,0,0,0.0,1
CLM00192,2026-04-13,124678,147,429,1.8189,1.1547,3,9,5.0,21.0,4.3,0.5135,1,Natural Disaster,Comprehensive,Sedan,Maruti,Garage,Mumbai,0,0.5135,SIMILAR,1,0.4474,0,0.4474,0.1429,0.6652,6,10,4,6,21,2,123,0.00109705,0.00170921,0.00347891,0.00152193,0.00096237,0.01346489,0.13333333,0.15555556,2,16,7,0,1,0.166667,5
CLM00193,2026-06-28,195424,71,188,2.8957,0.0816,5,13,1.0,22.0,4.3,0.5318,1,Theft,Third Party,MUV,Honda,Garage,Mumbai,1,0.5318,POSSIBLE_DUPLICATE,1,0.3525,0,0.3525,0.1111,0.6462,6,7,2,3,21,4,123,0.00112373,0.0012312,0.00347891,0.00170554,0.00013471,0.01346489,0.13333333,0.28571429,2,16,6,0,2,0.4,3
CLM00194,2026-04-08,209253,152,156,6.3618,0.2802,2,8,1.0,48.0,3.3,0.4564,1,Accident,Zero Dep,MUV,Honda,Garage,Surat,0,0.4564,SIMILAR,1,0.5493,0,0.5493,0.4607,0.8395,6,9,8,3,25,3,91,0.00108819,0.00169298,0.00402168,0.00363576,0.00218606,0.02103591,0.06666667,0.11111111,1,16,4,0,0,0.0,2
CLM00195,2026-01-12,21603,238,341,0.3628,3.8772,1,1,2.0,52.0,3.1,0.3627,0,Fire,Third Party,MUV,Mahindra,Garage,Surat,0,0.3627,NO_MATCH,0,0.4735,0,0.4735,0.2635,0.8395,6,4,5,2,22,3,91,0.0011644,0.0008228,0.00389565,0.00362369,0.00078179,0.02002791,0.06666667,0.16666667,1,14,1,0,0,0.0,0
CLM00196,2026-05-13,142128,117,328,1.9547,0.2584,3,9,6.0,29.0,4.4,0.5209,1,Glass Damage,Comprehensive,SUV,Tata,Dealer,Mumbai,0,0.5209,SIMILAR,1,0.1951,0,0.1951,0.0758,0.2755,6,6,3,3,27,3,123,0.00112996,0.00108376,0.00481519,0.00522703,0.00014474,0.03207056,0.06666667,0.33333333,1,16,5,0,1,0.25,3
CLM00197,2026-06-23,173140,76,331,3.1403,0.2252,2,8,5.0,67.0,4.1,0.4677,1,Glass Damage,Comprehensive,MUV,Mahindra,Hospital,Ahmedabad,0,0.4677,SIMILAR,1,0.4109,0,0.4109,0.0817,0.5485,6,9,8,3,19,4,90,0.0010743,0.0015917,0.00339865,0.00197051,0.00162943,0.01025027,0.06666667,0.11111111,1,10,4,0,0,0.0,1
CLM00198,2026-05-07,232912,123,72,7.9852,0.1614,2,10,4.0,36.0,3.5,0.4434,1,Fire,Third Party,SUV,Maruti,Garage,Pune,1,0.4434,SIMILAR,1,0.1202,0,0.1202,0.0846,0.3082,6,4,4,5,27,5,111,0.00106724,0.00075086,0.00478573,0.00160088,5.078e-05,0.01906371,0.06666667,0.5,1,14,3,0,1,0.5,2
CLM00199,2026-05-21,173641,109,79,3.8745,0.4095,2,6,1.0,54.0,3.4,0.4193,0,Theft,Third Party,SUV,Honda,Surveyor,Delhi,0,0.4193,NO_MATCH,0,0.446,0,0.446,0.1794,0.8307,6,7,5,4,26,5,110,0.00108437,0.00127664,0.00486327,0.00367448,0.00270956,0.03336735,0.06666667,0.0952381,1,11,2,0,0,0.0,1
