claim_id_1,claim_id_2,similarity_score,duplicate_type,matching_fields,days_diff,amount_similarity,invoice_similarity,vehicle_similarity,claimant_similarity,fraud_1,fraud_2
CLM00101,CLM00308,0.3635,NO_MATCH,"close_date_7d, exact_amount, city",3,0.9571,0.0,0.0,0.2359,0,0
CLM00245,CLM00295,0.3635,NO_MATCH,"provider_id, close_date_7d",7,0.767,0.3,0.1,0.2513,1,1
CLM00128,CLM00219,0.3635,NO_MATCH,"close_date_30d, city, claim_type",11,0.2568,0.0,0.0,0.2359,0,0
CLM00061,CLM00256,0.3634,NO_MATCH,"close_date_7d, city",5,0.8518,0.0,0.1,0.2359,0,0
CLM00190,CLM00279,0.3634,NO_MATCH,"close_date_7d, claim_type",6,0.6001,0.0,0.0,0.2513,0,0
CLM00224,CLM00225,0.3634,NO_MATCH,"close_amount_10pct, city, claim_type",39,0.9156,0.0,0.0,0.2513,0,0
CLM00107,CLM00132,0.3634,NO_MATCH,"close_date_30d, exact_amount, claim_type",15,0.975,0.0,0.1,0.2513,0,0
CLM00047,CLM00209,0.3634,NO_MATCH,"close_date_7d, exact_amount, city",5,0.9807,0.0,0.0,0.2513,0,0
CLM00255,CLM00312,0.3633,NO_MATCH,"close_date_30d, city, claim_type",11,0.5551,0.0,0.0,0.2359,0,0
CLM00220,CLM00291,0.3633,NO_MATCH,"close_date_30d, city, claim_type",16,0.6807,0.0,0.0,0.2359,0,0
CLM00052,CLM00223,0.3633,SIMILAR,"claimant_id, city",51,0.6231,0.0,0.0,1.0,0,0
CLM00012,CLM00075,0.3633,SIMILAR,"vehicle_id, city, claim_type",62,0.2808,0.0,1.0,0.2359,0,0
CLM00073,CLM00147,0.3632,SIMILAR,"vehicle_id, provider_id",58,0.7251,0.3,1.0,0.2359,1,0
CLM00209,CLM00231,0.3632,SIMILAR,"invoice_id, exact_amount, claim_type",53,0.9543,1.0,0.1,0.2359,0,0
CLM00038,CLM00311,0.3632,SIMILAR,"claimant_id, city, claim_type",113,0.2464,0.0,0.0,1.0,0,0
CLM00057,CLM00065,0.3631,NO_MATCH,"exact_date, claim_type",0,0.7387,0.0,0.0,0.2513,0,0
CLM00002,CLM00275,0.363,SIMILAR,"vehicle_id, close_date_30d",21,0.0625,0.0,1.0,0.2513,0,0
CLM00160,CLM00226,0.363,NO_MATCH,"exact_amount, city, claim_type",39,0.9518,0.0,0.0,0.2359,1,0
CLM00154,CLM00296,0.363,NO_MATCH,"close_date_30d, exact_amount, claim_type",9,0.9809,0.0,0.0,0.2513,0,0
CLM00027,CLM00211,0.3629,NO_MATCH,"close_date_7d, claim_type",3,0.8157,0.0,0.0,0.2513,0,0
CLM00051,CLM00084,0.3629,NO_MATCH,"provider_id, close_date_30d, claim_type",10,0.5468,0.3,0.1,0.2513,0,0
CLM00111,CLM00272,0.3628,NO_MATCH,"close_date_7d, claim_type",3,0.8602,0.0,0.0,0.2359,1,0
CLM00079,CLM00127,0.3628,NO_MATCH,"close_date_30d, city",8,0.7402,0.0,0.0,0.2513,0,1
CLM00063,CLM00119,0.3628,NO_MATCH,"close_date_7d, city",4,0.8302,0.0,0.1,0.2359,0,0
CLM00159,CLM00245,0.3628,NO_MATCH,"close_date_30d, city",8,0.8056,0.0,0.0,0.2205,0,1
CLM00052,CLM00103,0.3627,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",6,0.93,0.0,0.0,0.2359,0,0
CLM00080,CLM00215,0.3627,NO_MATCH,"close_date_7d, city",2,0.8987,0.0,0.0,0.2513,1,1
CLM00195,CLM00319,0.3627,NO_MATCH,"close_date_30d, city",8,0.5843,0.0,0.1,0.2513,0,0
CLM00067,CLM00097,0.3626,NO_MATCH,"close_date_30d, claim_type",23,0.8895,0.0,0.1,0.2359,0,0
CLM00065,CLM00132,0.3626,NO_MATCH,"close_date_30d, close_amount_10pct, city",10,0.9482,0.0,0.1,0.2513,0,0
CLM00043,CLM00264,0.3626,NO_MATCH,"close_date_30d, city",9,0.763,0.0,0.0,0.2513,0,0
CLM00069,CLM00156,0.3626,NO_MATCH,"close_date_30d, exact_amount, city",11,0.9936,0.0,0.1,0.2359,0,1
CLM00220,CLM00317,0.3626,NO_MATCH,"close_date_7d, close_amount_10pct, city",2,0.9018,0.0,0.0,0.2513,0,0
CLM00065,CLM00249,0.3626,NO_MATCH,"close_date_30d, claim_type",10,0.7282,0.0,0.0,0.2359,0,0
CLM00061,CLM00242,0.3626,NO_MATCH,"provider_id, city, claim_type",37,0.4536,0.3,0.1,0.2359,0,0
CLM00078,CLM00099,0.3625,SIMILAR,"invoice_id, exact_amount, claim_type",158,0.9732,1.0,0.0,0.2359,0,0
CLM00060,CLM00154,0.3624,NO_MATCH,"close_date_30d, claim_type",11,0.8712,0.0,0.1,0.2513,1,0
CLM00302,CLM00315,0.3624,NO_MATCH,"close_date_30d, city, claim_type",27,0.4964,0.0,0.1,0.2359,0,0
CLM00282,CLM00299,0.3624,NO_MATCH,"close_date_30d, claim_type",14,0.8524,0.0,0.0,0.2205,1,0
CLM00061,CLM00149,0.3623,SIMILAR,"vehicle_id, claim_type",107,0.7353,0.0,1.0,0.2513,0,0
CLM00110,CLM00171,0.3622,NO_MATCH,"provider_id, close_date_7d, exact_amount",2,0.9593,0.3,0.1,0.2359,0,0
CLM00002,CLM00193,0.3621,NO_MATCH,"close_date_30d, claim_type",15,0.8445,0.0,0.0,0.2359,0,1
CLM00118,CLM00178,0.3621,NO_MATCH,"close_date_7d, claim_type",7,0.6647,0.0,0.0,0.2205,0,0
CLM00049,CLM00213,0.362,NO_MATCH,"close_date_30d, city, claim_type",26,0.623,0.0,0.0,0.2359,0,0
CLM00120,CLM00238,0.362,NO_MATCH,"close_date_30d, city",14,0.8863,0.0,0.0,0.2513,0,0
CLM00010,CLM00096,0.3619,NO_MATCH,"close_date_30d, exact_amount, claim_type",8,0.9669,0.0,0.0,0.2359,1,1
CLM00291,CLM00293,0.3619,NO_MATCH,"close_date_30d, city, claim_type",17,0.2319,0.0,0.1,0.2359,0,0
CLM00007,CLM00147,0.3618,SIMILAR,"claimant_id, city",74,0.6783,0.0,0.1,1.0,0,0
CLM00058,CLM00264,0.3618,NO_MATCH,"close_date_7d, city",2,0.8898,0.0,0.0,0.2513,1,0
CLM00110,CLM00259,0.3618,NO_MATCH,"exact_amount, city, claim_type",41,1.0,0.0,0.0,0.2359,0,0
CLM00084,CLM00251,0.3617,SIMILAR,"vehicle_id, city",135,0.5384,0.0,1.0,0.2513,0,0
CLM00033,CLM00194,0.3617,NO_MATCH,"city, claim_type",34,0.7888,0.0,0.0,0.2513,1,0
CLM00093,CLM00286,0.3616,NO_MATCH,"close_date_30d, claim_type",16,0.8688,0.0,0.0,0.2359,0,0
CLM00272,CLM00286,0.3616,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",7,0.9074,0.0,0.0,0.2513,0,0
CLM00098,CLM00285,0.3615,NO_MATCH,"close_date_30d, city, claim_type",23,0.6825,0.0,0.1,0.2359,0,0
CLM00010,CLM00169,0.3615,NO_MATCH,"close_date_30d, city",11,0.8019,0.0,0.0,0.2513,1,0
CLM00066,CLM00249,0.3614,NO_MATCH,"close_date_7d, city",2,0.5854,0.0,0.0,0.2513,0,0
CLM00105,CLM00241,0.3614,SIMILAR,"claimant_id, city",73,0.6829,0.0,0.1,1.0,1,0
CLM00207,CLM00216,0.3614,NO_MATCH,"close_date_30d, exact_amount, city",17,0.9557,0.0,0.0,0.2513,1,0
CLM00185,CLM00191,0.3613,SIMILAR,policy_id,44,0.8099,0.0,0.1,0.2359,1,0
CLM00088,CLM00257,0.3613,NO_MATCH,"city, claim_type",35,0.8403,0.0,0.0,0.2359,0,1
CLM00116,CLM00127,0.3613,NO_MATCH,"close_date_7d, city",6,0.8292,0.0,0.1,0.2513,0,1
CLM00183,CLM00316,0.3613,SIMILAR,"vehicle_id, close_amount_10pct",43,0.9354,0.0,1.0,0.2359,0,1
CLM00054,CLM00140,0.3613,NO_MATCH,"close_date_30d, city, claim_type",17,0.2312,0.0,0.1,0.2359,1,0
CLM00079,CLM00241,0.3612,NO_MATCH,"close_date_30d, claim_type",16,0.7148,0.0,0.1,0.2359,0,0
CLM00010,CLM00035,0.3612,NO_MATCH,"exact_date, claim_type",0,0.3098,0.0,0.1,0.2359,1,0
CLM00109,CLM00307,0.3612,NO_MATCH,"close_date_7d, city",1,0.8845,0.0,0.0,0.2359,0,0
CLM00287,CLM00307,0.3611,NO_MATCH,"close_date_30d, claim_type",10,0.7088,0.0,0.0,0.2359,0,0
CLM00021,CLM00104,0.361,NO_MATCH,"close_date_30d, claim_type",14,0.8031,0.0,0.0,0.2359,1,0
CLM00270,CLM00302,0.3609,NO_MATCH,"close_date_7d, exact_amount, city",5,0.9809,0.0,0.0,0.2359,0,0
CLM00194,CLM00254,0.3609,SIMILAR,"policy_id, close_date_30d",15,0.2314,0.0,0.0,0.2359,0,0
CLM00205,CLM00257,0.3609,SIMILAR,"vehicle_id, city",116,0.8164,0.0,1.0,0.2513,0,1
CLM00035,CLM00153,0.3609,NO_MATCH,"close_date_7d, exact_amount",5,0.9965,0.0,0.1,0.2513,0,0
CLM00157,CLM00210,0.3609,NO_MATCH,"provider_id, close_date_30d, claim_type",12,0.4563,0.3,0.0,0.2359,0,0
CLM00079,CLM00273,0.3608,NO_MATCH,"close_date_7d, city",1,0.5754,0.0,0.0,0.2359,0,0
CLM00081,CLM00241,0.3608,SIMILAR,"claimant_id, city",147,0.8229,0.0,0.0,1.0,0,0
CLM00248,CLM00274,0.3608,NO_MATCH,"close_date_30d, exact_amount, claim_type",16,0.996,0.0,0.1,0.2359,0,0
CLM00008,CLM00244,0.3608,NO_MATCH,"close_date_30d, city, claim_type",24,0.7061,0.0,0.1,0.2359,0,0
CLM00001,CLM00313,0.3607,SIMILAR,"vehicle_id, city",179,0.5451,0.0,1.0,0.2359,1,0
CLM00096,CLM00243,0.3607,NO_MATCH,"close_date_30d, close_amount_10pct, city",15,0.9345,0.0,0.0,0.2359,1,0
CLM00033,CLM00044,0.3607,NO_MATCH,"close_date_7d, claim_type",6,0.6056,0.0,0.0,0.2359,1,0
CLM00032,CLM00252,0.3607,SIMILAR,"claimant_id, city",56,0.722,0.0,0.0,1.0,0,0
CLM00056,CLM00300,0.3607,NO_MATCH,"close_date_7d, city",7,0.5537,0.0,0.1,0.2513,0,0
CLM00008,CLM00190,0.3607,NO_MATCH,"close_date_7d, close_amount_10pct, city",4,0.9246,0.0,0.0,0.2513,0,0
CLM00182,CLM00216,0.3606,NO_MATCH,"close_date_30d, exact_amount, claim_type",8,0.9533,0.0,0.0,0.2359,0,0
CLM00200,CLM00308,0.3606,NO_MATCH,"close_date_30d, city, claim_type",11,0.5282,0.0,0.0,0.2359,0,0
CLM00147,CLM00185,0.3606,NO_MATCH,"close_date_7d, claim_type",5,0.8784,0.0,0.0,0.2359,0,1
CLM00078,CLM00249,0.3605,SIMILAR,"vehicle_id, claim_type",163,0.7581,0.0,1.0,0.2359,0,0
CLM00187,CLM00224,0.3605,NO_MATCH,"close_date_30d, close_amount_10pct, city",9,0.9367,0.0,0.1,0.2359,1,0
CLM00067,CLM00123,0.3604,NO_MATCH,"provider_id, close_date_30d, claim_type",18,0.4563,0.3,0.1,0.2359,0,0
CLM00025,CLM00310,0.3604,NO_MATCH,"close_date_30d, claim_type",12,0.7257,0.0,0.0,0.2513,0,0
CLM00225,CLM00292,0.3604,NO_MATCH,"close_date_7d, claim_type",1,0.7669,0.0,0.0,0.2359,0,0
CLM00139,CLM00260,0.3603,NO_MATCH,"close_date_30d, city",12,0.8594,0.0,0.0,0.2359,0,0
CLM00136,CLM00228,0.3603,SIMILAR,"claimant_id, city",125,0.8314,0.0,0.0,1.0,0,0
CLM00047,CLM00216,0.3603,NO_MATCH,"close_date_30d, exact_amount, city",16,0.9561,0.0,0.0,0.2359,0,0
CLM00256,CLM00293,0.3603,NO_MATCH,"close_date_30d, claim_type",12,0.569,0.0,0.1,0.2513,0,0
CLM00004,CLM00269,0.3603,SIMILAR,"claimant_id, city",100,0.8233,0.0,0.0,1.0,0,0
CLM00100,CLM00226,0.3603,NO_MATCH,"close_date_30d, claim_type",23,0.8539,0.0,0.1,0.2513,0,0
CLM00082,CLM00207,0.3602,NO_MATCH,"close_date_30d, claim_type",17,0.8696,0.0,0.0,0.2359,0,1
CLM00292,CLM00311,0.3601,NO_MATCH,"close_date_30d, exact_amount, claim_type",20,0.9582,0.0,0.0,0.2359,0,0
CLM00118,CLM00172,0.3601,NO_MATCH,"close_date_7d, city",6,0.6984,0.0,0.0,0.2359,0,0
CLM00264,CLM00293,0.3601,NO_MATCH,"provider_id, close_date_30d, close_amount_10pct",13,0.9237,0.3,0.1,0.2359,0,0
CLM00026,CLM00242,0.3601,SIMILAR,"policy_id, claim_type",44,0.3439,0.0,0.0,0.2359,0,0
CLM00007,CLM00057,0.36,SIMILAR,"policy_id, claim_type",70,0.7335,0.0,0.0,0.2359,0,0
CLM00100,CLM00178,0.36,NO_MATCH,"close_date_30d, city",10,0.7976,0.0,0.0,0.2359,0,0
CLM00102,CLM00163,0.36,NO_MATCH,"close_date_30d, exact_amount, city",18,0.9974,0.0,0.0,0.2359,0,0
CLM00280,CLM00298,0.36,SIMILAR,"policy_id, city",157,0.8688,0.0,0.0,0.2205,0,0
CLM00066,CLM00135,0.36,NO_MATCH,"close_date_7d, city",1,0.5471,0.0,0.0,0.2513,0,0
CLM00149,CLM00212,0.36,SIMILAR,"invoice_id, close_date_30d",11,0.6218,1.0,0.0,0.2359,0,1
CLM00214,CLM00319,0.36,NO_MATCH,"close_date_7d, city, claim_type",3,0.3526,0.0,0.0,0.2205,1,0
CLM00205,CLM00294,0.3599,NO_MATCH,"close_date_7d, close_amount_10pct",1,0.9217,0.0,0.1,0.2359,0,0
CLM00186,CLM00285,0.3599,SIMILAR,vehicle_id,40,0.846,0.0,1.0,0.2359,0,0
CLM00159,CLM00284,0.3599,NO_MATCH,"close_date_30d, city, claim_type",20,0.6365,0.0,0.1,0.2205,0,0
CLM00032,CLM00293,0.3599,NO_MATCH,"close_date_30d, claim_type",18,0.8915,0.0,0.0,0.2359,0,0
CLM00107,CLM00294,0.3599,NO_MATCH,"close_date_7d, close_amount_10pct, claim_type",6,0.9061,0.0,0.0,0.2359,0,0
CLM00077,CLM00175,0.3598,NO_MATCH,"close_date_30d, close_amount_10pct, city",10,0.9409,0.0,0.1,0.2359,1,0
CLM00063,CLM00247,0.3598,NO_MATCH,"close_date_30d, claim_type",16,0.8503,0.0,0.0,0.2359,0,0
CLM00077,CLM00181,0.3598,NO_MATCH,"close_date_30d, close_amount_10pct, city, claim_type",28,0.9202,0.0,0.0,0.2513,1,0
CLM00044,CLM00199,0.3598,NO_MATCH,"close_date_7d, close_amount_10pct, city",3,0.9253,0.0,0.0,0.2359,0,0
CLM00099,CLM00205,0.3597,NO_MATCH,"close_date_30d, city",15,0.8937,0.0,0.0,0.2513,0,0
CLM00009,CLM00318,0.3597,NO_MATCH,"close_date_30d, city, claim_type",20,0.2647,0.0,0.1,0.2513,0,1
CLM00145,CLM00288,0.3596,NO_MATCH,"close_date_30d, claim_type",14,0.7722,0.0,0.0,0.2513,1,1
CLM00043,CLM00253,0.3596,NO_MATCH,"provider_id, close_date_30d, city",18,0.6887,0.3,0.0,0.2359,0,0
CLM00136,CLM00197,0.3596,NO_MATCH,"close_date_7d, claim_type",5,0.8678,0.0,0.0,0.2359,0,0
CLM00108,CLM00240,0.3596,NO_MATCH,"close_date_7d, city, claim_type",3,0.3178,0.0,0.0,0.2359,0,0
CLM00024,CLM00159,0.3595,NO_MATCH,"close_date_30d, city",12,0.6665,0.0,0.1,0.2513,0,0
CLM00247,CLM00313,0.3595,NO_MATCH,"close_date_30d, city, claim_type",24,0.8517,0.0,0.0,0.2359,0,0
CLM00033,CLM00152,0.3595,NO_MATCH,"close_date_7d, claim_type",6,0.8669,0.0,0.0,0.2513,1,0
CLM00035,CLM00108,0.3595,NO_MATCH,"close_date_30d, claim_type",14,0.767,0.0,0.0,0.2513,0,0
CLM00150,CLM00271,0.3594,NO_MATCH,"close_date_30d, exact_amount, city",18,0.9915,0.0,0.0,0.2359,0,0
CLM00028,CLM00053,0.3593,SIMILAR,"claimant_id, city",57,0.7385,0.0,0.0,1.0,1,0
CLM00117,CLM00219,0.3593,SIMILAR,"claimant_id, city, claim_type",200,0.2123,0.0,0.0,1.0,0,0
CLM00059,CLM00230,0.3592,NO_MATCH,"city, claim_type",35,0.8506,0.0,0.0,0.2205,0,1
CLM00128,CLM00159,0.3592,NO_MATCH,"close_date_30d, claim_type",17,0.7143,0.0,0.1,0.2359,0,0
CLM00098,CLM00122,0.3592,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",15,0.939,0.0,0.1,0.2513,0,0
CLM00137,CLM00211,0.3592,SIMILAR,"vehicle_id, city",208,0.8083,0.0,1.0,0.2513,0,0
CLM00123,CLM00179,0.3592,NO_MATCH,"close_date_7d, claim_type",3,0.3644,0.0,0.1,0.2359,0,0
CLM00110,CLM00215,0.3592,NO_MATCH,"close_date_30d, exact_amount, claim_type",22,0.9895,0.0,0.0,0.2359,0,1
CLM00182,CLM00197,0.3591,NO_MATCH,"close_date_30d, city, claim_type",24,0.8385,0.0,0.0,0.2359,0,0
CLM00161,CLM00214,0.3591,NO_MATCH,"close_date_7d, city",4,0.6072,0.0,0.0,0.2513,0,1
CLM00162,CLM00169,0.359,NO_MATCH,"close_date_30d, city",11,0.6527,0.0,0.1,0.2359,0,0
CLM00194,CLM00296,0.359,NO_MATCH,"close_date_30d, exact_amount, city",18,0.9567,0.0,0.0,0.2513,0,0
CLM00056,CLM00296,0.359,SIMILAR,"claimant_id, city",35,0.1793,0.0,0.0,1.0,0,0
CLM00208,CLM00277,0.359,NO_MATCH,"provider_id, close_date_30d, claim_type",29,0.7118,0.3,0.1,0.2359,0,0
CLM00151,CLM00278,0.359,NO_MATCH,"close_date_7d, exact_amount",5,0.9906,0.0,0.1,0.2513,0,0
CLM00143,CLM00308,0.359,NO_MATCH,"close_date_7d, claim_type",5,0.5625,0.0,0.0,0.2359,0,0
CLM00274,CLM00298,0.3589,SIMILAR,"vehicle_id, close_date_30d",22,0.0865,0.0,1.0,0.2359,0,0
CLM00015,CLM00208,0.3589,SIMILAR,"claimant_id, city",89,0.8136,0.0,0.0,1.0,0,0
CLM00139,CLM00304,0.3589,NO_MATCH,"close_date_7d, claim_type",5,0.5608,0.0,0.0,0.2359,0,1
CLM00083,CLM00218,0.3589,SIMILAR,"policy_id, close_date_30d",23,0.4067,0.0,0.0,0.2359,0,0
CLM00147,CLM00229,0.3589,NO_MATCH,"exact_date, claim_type",0,0.7153,0.0,0.0,0.2513,0,0
CLM00152,CLM00172,0.3588,NO_MATCH,"close_date_30d, city, claim_type",28,0.6257,0.0,0.0,0.2359,0,0
CLM00043,CLM00213,0.3588,NO_MATCH,"exact_amount, city, claim_type",35,0.9558,0.0,0.1,0.2359,0,0
CLM00156,CLM00172,0.3588,SIMILAR,"policy_id, city",89,0.8356,0.0,0.0,0.2359,1,0
CLM00208,CLM00262,0.3587,NO_MATCH,"close_date_30d, exact_amount, claim_type",16,0.9533,0.0,0.1,0.2513,0,0
CLM00093,CLM00192,0.3587,SIMILAR,"claimant_id, city",126,0.8021,0.0,0.0,1.0,0,0
CLM00034,CLM00109,0.3587,NO_MATCH,"close_date_30d, claim_type",16,0.7204,0.0,0.1,0.2205,1,0
CLM00273,CLM00288,0.3586,NO_MATCH,"close_date_7d, claim_type",7,0.4579,0.0,0.1,0.2359,0,1
CLM00243,CLM00298,0.3586,NO_MATCH,"close_date_7d, city, claim_type",6,0.3837,0.0,0.0,0.2359,0,0
CLM00054,CLM00311,0.3586,SIMILAR,"claimant_id, city",45,0.4357,0.0,0.0,1.0,1,0
CLM00048,CLM00237,0.3586,NO_MATCH,"close_date_7d, city, claim_type",4,0.1578,0.0,0.1,0.2513,1,0
CLM00034,CLM00206,0.3586,NO_MATCH,"close_date_7d, city, claim_type",1,0.294,0.0,0.0,0.2205,1,0
CLM00205,CLM00207,0.3585,SIMILAR,"vehicle_id, claim_type",137,0.7229,0.0,1.0,0.2359,0,1
CLM00212,CLM00262,0.3585,NO_MATCH,"close_date_7d, close_amount_10pct, city",5,0.9167,0.0,0.0,0.2513,1,0
CLM00047,CLM00050,0.3585,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",8,0.9333,0.0,0.0,0.2359,0,1
CLM00147,CLM00197,0.3584,NO_MATCH,"close_date_7d, exact_amount, city",6,0.9722,0.0,0.0,0.2359,0,0
CLM00019,CLM00155,0.3584,NO_MATCH,"close_date_30d, claim_type",12,0.5767,0.0,0.1,0.2359,1,1
CLM00059,CLM00240,0.3584,SIMILAR,"policy_id, close_date_30d",11,0.1428,0.0,0.0,0.2205,0,0
CLM00100,CLM00186,0.3584,NO_MATCH,"close_date_7d, close_amount_10pct, city",3,0.9066,0.0,0.0,0.2359,0,0
CLM00087,CLM00178,0.3583,SIMILAR,"vehicle_id, claim_type",137,0.4255,0.0,1.0,0.2359,0,0
CLM00206,CLM00256,0.3583,NO_MATCH,"close_date_30d, city, claim_type",22,0.4711,0.0,0.0,0.2359,0,0
CLM00053,CLM00177,0.3583,NO_MATCH,"close_date_30d, city, claim_type",21,0.761,0.0,0.0,0.2359,0,0
CLM00152,CLM00278,0.3583,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",9,0.9247,0.0,0.0,0.2513,0,0
CLM00057,CLM00249,0.3583,NO_MATCH,"close_date_30d, exact_amount, claim_type",10,0.9858,0.0,0.0,0.2359,0,0
CLM00259,CLM00285,0.3582,NO_MATCH,"close_date_7d, exact_amount",5,0.9946,0.0,0.1,0.2359,0,0
CLM00065,CLM00264,0.3582,SIMILAR,"vehicle_id, exact_amount",88,0.9942,0.0,1.0,0.2513,0,0
CLM00105,CLM00157,0.3582,NO_MATCH,"close_date_7d, city",5,0.6445,0.0,0.0,0.2359,1,0
CLM00038,CLM00121,0.3582,NO_MATCH,"close_date_7d, exact_amount, city",6,0.9844,0.0,0.0,0.2359,0,0
CLM00040,CLM00231,0.3582,SIMILAR,"claimant_id, city",94,0.8066,0.0,0.0,1.0,0,0
CLM00168,CLM00246,0.3582,NO_MATCH,"close_date_30d, city, claim_type",23,0.6543,0.0,0.1,0.2359,0,0
CLM00114,CLM00225,0.3581,NO_MATCH,"exact_date, claim_type",0,0.2874,0.0,0.1,0.2359,1,0
CLM00159,CLM00234,0.3581,SIMILAR,"claimant_id, city",49,0.0844,0.0,0.1,1.0,0,0
CLM00005,CLM00199,0.3581,SIMILAR,vehicle_id,31,0.6042,0.0,1.0,0.2359,0,0
CLM00093,CLM00177,0.3581,NO_MATCH,"close_date_30d, close_amount_10pct, claim_type",15,0.9277,0.0,0.1,0.2513,0,0
CLM00082,CLM00244,0.3581,SIMILAR,"claimant_id, city",111,0.7953,0.0,0.0,1.0,0,0
CLM00029,CLM00063,0.3581,NO_MATCH,"close_date_30d, claim_type",12,0.6981,0.0,0.0,0.2513,0,0
CLM00131,CLM00282,0.3581,NO_MATCH,"close_date_30d, city, claim_type",20,0.738,0.0,0.0,0.2359,0,1
CLM00147,CLM00278,0.358,SIMILAR,"policy_id, city",63,0.6768,0.0,0.1,0.2359,0,0
CLM00032,CLM00235,0.358,NO_MATCH,"close_date_30d, city",16,0.8923,0.0,0.0,0.2513,0,0
CLM00093,CLM00272,0.358,NO_MATCH,"close_date_30d, exact_amount, claim_type",9,0.9575,0.0,0.0,0.2359,0,0
CLM00177,CLM00216,0.358,NO_MATCH,"close_date_30d, close_amount_10pct, city",24,0.9469,0.0,0.1,0.2513,0,0
CLM00108,CLM00255,0.358,SIMILAR,"claimant_id, city",91,0.509,0.0,0.0,1.0,0,0
CLM00196,CLM00269,0.358,NO_MATCH,"close_date_30d, close_amount_10pct, city",10,0.9274,0.0,0.1,0.2359,0,0
CLM00041,CLM00116,0.3579,SIMILAR,"policy_id, claim_type",42,0.1216,0.0,0.1,0.2359,0,0
CLM00278,CLM00287,0.3579,NO_MATCH,"provider_id, close_date_30d, exact_amount",10,0.9667,0.3,0.0,0.2359,0,0
CLM00207,CLM00213,0.3579,NO_MATCH,"close_date_30d, exact_amount, claim_type",23,0.9701,0.0,0.0,0.2513,1,0
CLM00177,CLM00295,0.3579,NO_MATCH,"close_date_7d, claim_type",6,0.8857,0.0,0.0,0.2359,0,1
CLM00077,CLM00320,0.3579,NO_MATCH,"close_date_30d, claim_type",17,0.8567,0.0,0.0,0.2359,1,0
CLM00052,CLM00167,0.3579,NO_MATCH,"close_date_30d, close_amount_10pct, city",11,0.9256,0.0,0.1,0.2513,0,0
CLM00021,CLM00280,0.3579,SIMILAR,"vehicle_id, exact_amount",44,0.9524,0.0,1.0,0.2205,1,0
CLM00093,CLM00178,0.3578,SIMILAR,"invoice_id, city",130,0.881,1.0,0.1,0.2359,0,0
CLM00112,CLM00295,0.3578,NO_MATCH,"close_date_7d, claim_type",7,0.7502,0.0,0.1,0.2359,0,1
CLM00116,CLM00123,0.3578,NO_MATCH,"close_date_7d, city",1,0.5197,0.0,0.0,0.2513,0,0
CLM00167,CLM00293,0.3578,NO_MATCH,"exact_amount, city, claim_type",36,0.954,0.0,0.1,0.2513,0,0
CLM00014,CLM00083,0.3578,NO_MATCH,"close_date_30d, city, claim_type",22,0.7456,0.0,0.0,0.2513,0,0
CLM00121,CLM00125,0.3578,SIMILAR,"claimant_id, city, claim_type",132,0.1875,0.0,0.0,1.0,0,0
CLM00011,CLM00252,0.3577,NO_MATCH,"close_date_7d, claim_type",7,0.6047,0.0,0.0,0.2359,0,0
CLM00176,CLM00242,0.3577,SIMILAR,"vehicle_id, city",167,0.5343,0.0,1.0,0.2359,0,0
CLM00260,CLM00285,0.3576,SIMILAR,"vehicle_id, claim_type",124,0.4236,0.0,1.0,0.2359,0,0
CLM00168,CLM00240,0.3576,SIMILAR,"policy_id, close_date_30d",17,0.1386,0.0,0.1,0.2205,0,0
CLM00006,CLM00273,0.3576,NO_MATCH,"close_date_30d, city",8,0.7242,0.0,0.0,0.2359,0,0
CLM00016,CLM00197,0.3575,NO_MATCH,"city, claim_type",34,0.7682,0.0,0.0,0.2359,0,0
CLM00100,CLM00160,0.3575,NO_MATCH,"close_date_30d, claim_type",16,0.8127,0.0,0.0,0.2359,0,1
CLM00107,CLM00297,0.3575,NO_MATCH,"close_date_30d, city, claim_type",9,0.4478,0.0,0.0,0.2359,0,0
CLM00249,CLM00305,0.3575,NO_MATCH,"provider_id, close_date_30d, city, claim_type",13,0.2568,0.3,0.0,0.2359,0,0
CLM00142,CLM00143,0.3575,SIMILAR,vehicle_id,45,0.6375,0.0,1.0,0.2359,1,0
CLM00029,CLM00170,0.3575,NO_MATCH,"close_date_30d, claim_type",10,0.5274,0.0,0.1,0.2359,0,0
CLM00096,CLM00098,0.3575,NO_MATCH,"close_date_7d, city",5,0.6073,0.0,0.0,0.2513,1,0
CLM00149,CLM00245,0.3575,NO_MATCH,"close_date_7d, close_amount_10pct, city",2,0.9025,0.0,0.0,0.2205,0,1
CLM00191,CLM00313,0.3575,NO_MATCH,"close_date_30d, city, claim_type",24,0.4917,0.0,0.0,0.2513,0,0
CLM00062,CLM00119,0.3574,NO_MATCH,"close_date_7d, claim_type",2,0.4763,0.0,0.0,0.2359,0,0
CLM00076,CLM00200,0.3574,NO_MATCH,"provider_id, close_date_30d, city, claim_type",24,0.5262,0.3,0.0,0.2359,0,0
CLM00058,CLM00071,0.3574,SIMILAR,"claimant_id, provider_id, city",70,0.4938,0.3,0.0,1.0,1,0
